rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
2325,Guilty Crown,7.40,https://myanimelist.net/anime/10793/Guilty_Crown,7.40,#2326,#118,"1,235,679","16,980","Action, Drama, Sci-Fi, Mecha, Super Power"
2326,Higurashi no Naku Koro ni Rei,7.40,https://myanimelist.net/anime/3652/Higurashi_no_Naku_Koro_ni_Rei,7.40,#2327,#1263,"198,799",468,"Horror, Mystery, Suspense, Gore, Psychological"
2327,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.40,https://myanimelist.net/anime/9032/Inazuma_Eleven__Saikyou_Gundan_Ogre_Shuurai,7.40,#2328,#3929,"34,821",71,"Sports, Super Power, Team Sports"
2328,Initial D Extra Stage 2,7.40,https://myanimelist.net/anime/5228/Initial_D_Extra_Stage_2,7.40,#2329,#3492,"44,233",62,"Action, Drama, Racing, Seinen"
2329,Isekai Shokudou,7.40,https://myanimelist.net/anime/34012/Isekai_Shokudou,7.40,#2330,#947,"266,724","1,051","Fantasy, Gourmet, Slice of Life, Isekai, Workplace"
2330,Itazura na Kiss,7.40,https://myanimelist.net/anime/3731/Itazura_na_Kiss,7.40,#2331,#891,"287,711","2,939","Comedy, Romance, School, Shoujo"
2331,Shingeki no Kyojin: Ano Hi Kara,7.40,https://myanimelist.net/anime/19285/Shingeki_no_Kyojin__Ano_Hi_Kara,7.40,#2332,#1668,"143,814",378,"Action, Drama, Suspense, Gore, Survival, Shounen"
2332,Shinreigari,7.40,https://myanimelist.net/anime/2596/Shinreigari,7.40,#2333,#1564,"155,895",854,"Mystery, Supernatural, Suspense, Psychological"
2333,Shugo Chara!,7.40,https://myanimelist.net/anime/2923/Shugo_Chara,7.40,#2334,#1137,"224,025","3,023","Comedy, Mahou Shoujo, School, Shoujo"
2334,Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,7.40,https://myanimelist.net/anime/41814/Soukyuu_no_Fafner__Dead_Aggressor_-_The_Beyond_Part_4,7.40,#2335,#9854,"3,531",11,"Action, Drama, Sci-Fi, Mecha, Military"
2335,Suki tte Ii na yo.,7.40,https://myanimelist.net/anime/14289/Suki_tte_Ii_na_yo,7.40,#2336,#327,"668,036","4,882","Drama, Romance, School, Shoujo"
2336,Tamako Market,7.40,https://myanimelist.net/anime/16417/Tamako_Market,7.40,#2337,#546,"437,427","1,627","Slice of Life, Iyashikei"
2337,Tenchi Muyou! in Love,7.40,https://myanimelist.net/anime/1006/Tenchi_Muyou_in_Love,7.40,#2338,#4593,"25,080",48,"Action, Comedy, Romance, Sci-Fi, School, Space"
2338,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.40,https://myanimelist.net/anime/1911/Top_wo_Nerae___Top_wo_Nerae_2_Gattai_Movie,7.40,#2339,#5782,"14,087",34,"Action, Comedy, Sci-Fi, Mecha, Military, Space"
2339,Uchuu Senkan Yamato 2,7.40,https://myanimelist.net/anime/1651/Uchuu_Senkan_Yamato_2,7.40,#2340,#6805,"9,434",29,"Action, Adventure, Drama, Sci-Fi, Adult Cast, Military, Space"
2340,Wu Geng Ji Zhi Tianqi,7.40,https://myanimelist.net/anime/36910/Wu_Geng_Ji_Zhi_Tianqi,7.40,#2341,#9707,"3,716",10,"Action, Fantasy, Supernatural, Historical, Martial Arts"
2341,Yama no Susume: Omoide Present,7.40,https://myanimelist.net/anime/35673/Yama_no_Susume__Omoide_Present,7.40,#2342,#5575,"15,404",7,"Adventure, Slice of Life, CGDCT, Iyashikei"
2342,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.40,https://myanimelist.net/anime/24627/Yamada-kun_to_7-nin_no_Majo__Mou_Hitotsu_no_Suzaku-sai,7.40,#2343,#2192,"98,576",62,"Comedy, Romance, School, Shounen"
2343,Yeon-ae Halujeon 2,7.40,https://myanimelist.net/anime/42629/Yeon-ae_Halujeon_2,7.40,#2344,#5393,"16,866",26,"Romance, Slice of Life"
2344,Yowamushi Pedal: Limit Break,7.40,https://myanimelist.net/anime/50552/Yowamushi_Pedal__Limit_Break,7.40,#2345,#4423,"27,231",148,"Sports, Racing, Shounen"
2345,Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.40,https://myanimelist.net/anime/36951/Yuu☆Yuu☆Hakusho__Two_Shots_Noru_ka_Soru_ka,7.40,#2346,#4897,"21,616",25,"Action, Supernatural, Martial Arts, Mythology, Shounen"
2346,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,7.39,https://myanimelist.net/anime/59571/Shingeki_no_Kyojin_Movie__Kanketsu-hen_-_The_Last_Attack,7.39,#2347,#4774,"22,945",98,"Action, Drama, Suspense, Gore, Military, Survival, Shounen"
2347,Super GALS! Kotobuki Ran,7.39,https://myanimelist.net/anime/1728/Super_GALS_Kotobuki_Ran,7.39,#2348,#4706,"23,626",218,"Comedy, Shoujo"
2348,Taiyou no Kiba Dagram,7.39,https://myanimelist.net/anime/2257/Taiyou_no_Kiba_Dagram,7.39,#2349,#7769,"6,785",74,"Action, Drama, Sci-Fi, Mecha, Military"
2349,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.39,https://myanimelist.net/anime/19021/Takanashi_Rikka_Kai__Chuunibyou_demo_Koi_ga_Shitai_Movie,7.39,#2350,#2049,"109,775",114,"Comedy, Romance, School"
2350,Tensai Ouji no Akaji Kokka Saisei Jutsu,7.39,https://myanimelist.net/anime/47159/Tensai_Ouji_no_Akaji_Kokka_Saisei_Jutsu,7.39,#2351,#858,"299,790","1,629","Comedy, Fantasy"
2351,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",7.39,https://myanimelist.net/anime/59131/Tensei_Kizoku_Kantei_Skill_de_Nariagaru_2nd_Season,7.39,#2352,#2868,"63,696",173,"Adventure, Fantasy, Isekai, Reincarnation"
2352,Tonari no Seki-kun OVA,7.39,https://myanimelist.net/anime/20977/Tonari_no_Seki-kun_OVA,7.39,#2353,#3660,"40,591",11,"Comedy, School, Seinen"
2353,Tropical-Rouge! Precure,7.39,https://myanimelist.net/anime/44191/Tropical-Rouge_Precure,7.39,#2354,#5840,"13,761",142,"Action, Mahou Shoujo"
2354,Xian Wang de Richang Shenghuo 2,7.39,https://myanimelist.net/anime/44069/Xian_Wang_de_Richang_Shenghuo_2,7.39,#2355,#1510,"163,095",661,"Adventure, Comedy, Fantasy, Mythology, School"
2355,Xue Ying Ling Zhu Zhi Qi Yu Pian,7.39,https://myanimelist.net/anime/40991/Xue_Ying_Ling_Zhu_Zhi_Qi_Yu_Pian,7.39,#2356,#10696,"2,722",7,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts"
2356,Yoake Tsugeru Lu no Uta,7.39,https://myanimelist.net/anime/34792/Yoake_Tsugeru_Lu_no_Uta,7.39,#2357,#3079,"55,545",199,"Adventure, Award Winning, Supernatural, Music"
2357,Zero no Tsukaima: Futatsuki no Kishi,7.39,https://myanimelist.net/anime/1840/Zero_no_Tsukaima__Futatsuki_no_Kishi,7.39,#2358,#451,"512,785","1,269","Action, Adventure, Comedy, Fantasy, Romance, Ecchi, Harem, Isekai, School"
2358,Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.39,https://myanimelist.net/anime/5290/Keroro_Gunsou_Movie_3__Tenkuu_Daikessen_de_Arimasu,7.39,#2359,#8471,"5,528",15,"Comedy, Sci-Fi, Shounen"
2359,Kingsglaive: Final Fantasy XV,7.39,https://myanimelist.net/anime/33082/Kingsglaive__Final_Fantasy_XV,7.39,#2360,#2927,"61,387",157,Action
2360,Love Live! Sunshine!!,7.39,https://myanimelist.net/anime/32526/Love_Live_Sunshine,7.39,#2361,#1341,"186,939","3,023","Slice of Life, Idols (Female), Music, School"
2361,Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.39,https://myanimelist.net/anime/4188/Mahou_Sensei_Negima__Shiroki_Tsubasa_Ala_Alba,7.39,#2362,#4098,"32,301",42,"Adventure, Comedy, Romance, Supernatural, Ecchi, Harem, Vampire, Shounen"
2362,Mieruko-chan,7.39,https://myanimelist.net/anime/48483/Mieruko-chan,7.39,#2363,#448,"517,195","3,356","Comedy, Horror, School"
2363,Minami-ke Omatase,7.39,https://myanimelist.net/anime/14575/Minami-ke_Omatase,7.39,#2364,#4540,"25,801",6,"Comedy, CGDCT, Seinen"
2364,Mirai Nikki (TV),7.39,https://myanimelist.net/anime/10620/Mirai_Nikki_TV,7.39,#2365,#35,"2,050,939","30,578","Action, Supernatural, Suspense, Gore, High Stakes Game, Psychological, Survival, Shounen"
2365,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.39,https://myanimelist.net/anime/36616/Mob_Psycho_100__Reigen_-_Shirarezaru_Kiseki_no_Reinouryokusha,7.39,#2366,#2084,"106,924",157,"Action, Comedy, Supernatural"
2366,Osomatsu-san Special,7.39,https://myanimelist.net/anime/32026/Osomatsu-san_Special,7.39,#2367,#6161,"11,957",5,"Comedy, Gag Humor, Parody"
2367,Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.39,https://myanimelist.net/anime/8317/Sayonara_Zetsubou_Sensei_Jo__Zoku_Zetsubou_Shoujo_Senshuu,7.39,#2368,#6382,"10,984",5,"Comedy, Gag Humor, Parody, School, Shounen"
2368,Aikatsu Stars! Movie,7.39,https://myanimelist.net/anime/31485/Aikatsu_Stars_Movie,7.39,#2369,#7972,"6,373",21,"Slice of Life, Idols (Female), Music, School"
2369,Aldnoah.Zero,7.39,https://myanimelist.net/anime/22729/AldnoahZero,7.39,#2370,#444,"521,615","3,597","Action, Sci-Fi, Mecha, Military"
2370,Alps no Shoujo Heidi,7.39,https://myanimelist.net/anime/2225/Alps_no_Shoujo_Heidi,7.39,#2371,#3704,"39,530",341,"Drama, Historical"
2371,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.38,https://myanimelist.net/anime/24919/Aoki_Hagane_no_Arpeggio__Ars_Nova_Movie_1_-_DC,7.38,#2386,#4401,"27,533",46,"Action, Sci-Fi, Seinen"
2372,Bokutachi no Remake,7.39,https://myanimelist.net/anime/40904/Bokutachi_no_Remake,7.39,#2372,#694,"355,756","2,419","Drama, Romance, Adult Cast, Time Travel"
2373,Chiisana Penguin Lolo no Bouken,7.39,https://myanimelist.net/anime/4138/Chiisana_Penguin_Lolo_no_Bouken,7.39,#2373,#9862,"3,517",14,"Adventure, Drama, Fantasy, Slice of Life, Kids"
2374,Chobits,7.39,https://myanimelist.net/anime/59/Chobits,7.39,#2374,#477,"493,055","4,085","Comedy, Drama, Romance, Sci-Fi, Ecchi, Seinen"
2375,Cider no You ni Kotoba ga Wakiagaru,7.39,https://myanimelist.net/anime/39175/Cider_no_You_ni_Kotoba_ga_Wakiagaru,7.39,#2375,#1048,"241,298","1,638","Romance, Music"
2376,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7.39,https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen,7.39,#2376,#1336,"187,346",911,"Action, Horror, Mystery, Suspense, High Stakes Game, Psychological, Survival"
2377,Doraemon,7.39,https://myanimelist.net/anime/501/Doraemon,7.39,#2377,#4924,"21,368",134,"Adventure, Comedy, Fantasy, Anthropomorphic, Kids, Shounen"
2378,Fate/stay night Movie: Unlimited Blade Works,7.39,https://myanimelist.net/anime/6922/Fate_stay_night_Movie__Unlimited_Blade_Works,N/A,N/A,N/A,N/A,N/A,N/A
2379,Gunsmith Cats,7.39,https://myanimelist.net/anime/650/Gunsmith_Cats,7.39,#2379,#2862,"63,858",558,"Action, Comedy, Detective, Seinen"
2380,Hakkenden: Touhou Hakken Ibun,7.39,https://myanimelist.net/anime/15613/Hakkenden__Touhou_Hakken_Ibun,7.39,#2380,#1952,"116,929",713,"Action, Fantasy, Mystery, Mythology, Shoujo"
2381,Hakuouki OVA,7.39,https://myanimelist.net/anime/11663/Hakuouki_OVA,7.39,#2381,#5763,"14,168",17,"Action, Drama, Supernatural, Historical, Samurai"
2382,Ai no Wakakusa Monogatari,7.38,https://myanimelist.net/anime/2548/Ai_no_Wakakusa_Monogatari,7.38,#2382,#6653,"9,981",43,"Drama, Slice of Life, Historical"
2383,Ajin,7.38,https://myanimelist.net/anime/31580/Ajin,7.38,#2383,#380,"600,649","3,223","Action, Horror, Mystery, Supernatural, Gore, Seinen"
2384,Amagami SS+ Plus,7.38,https://myanimelist.net/anime/11235/Amagami_SS__Plus,7.38,#2384,#1423,"173,286",372,"Romance, Harem, School"
2385,Aoki Densetsu Shoot!,7.38,https://myanimelist.net/anime/1327/Aoki_Densetsu_Shoot,7.38,#2385,#5514,"15,878",72,"Romance, Sports, Love Polygon, School, Team Sports, Shounen"
2386,Atashin'chi,7.38,https://myanimelist.net/anime/3006/Atashinchi,7.38,#2387,#8171,"5,985",62,"Comedy, Slice of Life"
2387,Bishoujo Senshi Sailor Moon Memorial,7.38,https://myanimelist.net/anime/8756/Bishoujo_Senshi_Sailor_Moon_Memorial,7.38,#2388,#5185,"18,704",39,"Romance, Mahou Shoujo, Shoujo"
2388,Bishoujo Senshi Sailor Moon SuperS Specials,7.38,https://myanimelist.net/anime/3076/Bishoujo_Senshi_Sailor_Moon_SuperS_Specials,7.38,#2389,#4633,"24,566",18,"Romance, Mahou Shoujo, Shoujo"
2389,Boruto: Naruto the Movie,7.38,https://myanimelist.net/anime/28755/Boruto__Naruto_the_Movie,7.38,#2390,#494,"475,720",968,"Action, Adventure, Fantasy, Martial Arts, Shounen"
2390,City Hunter: Ai to Shukumei no Magnum,7.38,https://myanimelist.net/anime/1474/City_Hunter__Ai_to_Shukumei_no_Magnum,7.38,#2391,#6763,"9,611",9,"Action, Comedy, Mystery, Shounen"
2391,Cross Ange: Tenshi to Ryuu no Rondo,7.38,https://myanimelist.net/anime/25731/Cross_Ange__Tenshi_to_Ryuu_no_Rondo,7.38,#2392,#1189,"213,716","1,751","Action, Fantasy, Sci-Fi, Gore, Mecha, Military"
2392,D4DJ All Mix,7.38,https://myanimelist.net/anime/51586/D4DJ_All_Mix,7.38,#2393,#5674,"14,733",130,"Idols (Female), Music, School"
2393,Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.38,https://myanimelist.net/anime/2656/Doraemon_Movie_25__Nobita_no_Wan_Nyan_Jikuuden,7.38,#2394,#6844,"9,301",10,"Adventure, Comedy, Sci-Fi, Kids"
2394,Doraemon Movie 42: Nobita to Sora no Utopia,7.38,https://myanimelist.net/anime/52318/Doraemon_Movie_42__Nobita_to_Sora_no_Utopia,7.38,#2395,#10740,"2,689",14,"Adventure, Comedy, Sci-Fi"
2395,Fairy Tail Movie 1: Houou no Miko,7.38,https://myanimelist.net/anime/12049/Fairy_Tail_Movie_1__Houou_no_Miko,7.38,#2396,#1146,"222,500",553,"Action, Adventure, Fantasy, Shounen"
2396,Flanders no Inu,7.38,https://myanimelist.net/anime/2553/Flanders_no_Inu,7.38,#2397,#7112,"8,504",33,"Drama, Slice of Life, Historical, Pets, Visual Arts"
2397,Fresh Precure!,7.38,https://myanimelist.net/anime/5684/Fresh_Precure,7.38,#2398,#5250,"18,101",174,"Action, Comedy, Mahou Shoujo"
2398,Gunslinger Girl,7.38,https://myanimelist.net/anime/134/Gunslinger_Girl,7.38,#2399,#1286,"194,522","1,193","Action, Drama, Sci-Fi, Suspense, Military, Psychological"
2399,Hal,7.38,https://myanimelist.net/anime/16528/Hal,7.38,#2400,#1640,"147,056",372,"Drama, Romance, Sci-Fi"
