rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
2060,Orange: Mirai,7.46,https://myanimelist.net/anime/34136/Orange__Mirai,7.46,#2061,#1701,"140,209",211,"Drama, Romance, Sci-Fi, School, Time Travel, Shoujo"
2061,Ouritsu Uchuugun: Honneamise no Tsubasa,7.46,https://myanimelist.net/anime/1034/Ouritsu_Uchuugun__Honneamise_no_Tsubasa,7.46,#2062,#3311,"48,435",302,"Action, Award Winning, Drama, Sci-Fi, Military, Space"
2062,Oushitsu Kyoushi Heine,7.46,https://myanimelist.net/anime/34262/Oushitsu_Kyoushi_Heine,7.46,#2063,#1630,"148,180",847,"Comedy, Historical, Shounen"
2063,Acchi Kocchi: Place=Princess,7.46,https://myanimelist.net/anime/16273/Acchi_Kocchi__Place_Princess,7.46,#2064,#2896,"62,581",68,"Comedy, Romance, Gag Humor, School"
2064,Angel Densetsu,7.46,https://myanimelist.net/anime/5251/Angel_Densetsu,7.46,#2065,#3598,"41,901",203,"Action, Comedy, Delinquents, School"
2065,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,7.46,https://myanimelist.net/anime/43683/Boku_no_Hero_Academia_the_Movie_2__Heroes_Rising_-_Epilogue_Plus_-_Yume_wo_Genjitsu_ni,7.46,#2066,#3268,"49,722",100,Comedy
2066,Carnival Phantasm EX Season,7.46,https://myanimelist.net/anime/12187/Carnival_Phantasm_EX_Season,7.46,#2067,#3263,"49,916",13,"Comedy, Supernatural"
2067,City Hunter Movie: Shinjuku Private Eyes,7.46,https://myanimelist.net/anime/37516/City_Hunter_Movie__Shinjuku_Private_Eyes,7.46,#2068,#5992,"12,831",28,"Action, Comedy, Mystery, Adult Cast, Shounen"
2068,Dead Mount Death Play Part 2,7.46,https://myanimelist.net/anime/54743/Dead_Mount_Death_Play_Part_2,7.46,#2069,#1867,"124,041",368,"Action, Fantasy, Reincarnation, Urban Fantasy, Seinen"
2069,Donten ni Warau,7.46,https://myanimelist.net/anime/21743/Donten_ni_Warau,7.46,#2070,#1780,"132,282",773,"Action, Supernatural, Historical, Shoujo"
2070,Doraemon Movie 15: Nobita to Mugen Sankenshi,7.46,https://myanimelist.net/anime/2676/Doraemon_Movie_15__Nobita_to_Mugen_Sankenshi,7.46,#2071,#7239,"8,129",9,"Adventure, Fantasy, Sci-Fi, Kids, Shounen"
2071,Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,7.46,https://myanimelist.net/anime/19645/Doraemon_Movie_34__Shin_Nobita_no_Daimakyou_-_Peko_to_5-nin_no_Tankentai,7.46,#2072,#6550,"10,322",6,"Adventure, Comedy, Fantasy, Kids"
2072,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,https://myanimelist.net/anime/40454/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III,7.46,#2073,#359,"627,411","1,919","Action, Adventure, Fantasy"
2073,Elfen Lied,7.46,https://myanimelist.net/anime/226/Elfen_Lied,7.46,#2074,#77,"1,545,962","24,224","Action, Drama, Horror, Romance, Suspense, Gore, Psychological, Super Power, Seinen"
2074,Fairy Tail OVA,7.46,https://myanimelist.net/anime/9982/Fairy_Tail_OVA,7.46,#2075,#1460,"169,037",433,"Comedy, Fantasy, Ecchi, Shounen"
2075,Feng Ling Yu Xiu,7.46,https://myanimelist.net/anime/36184/Feng_Ling_Yu_Xiu,7.46,#2076,#8229,"5,881",48,"Action, Adventure, Martial Arts"
2076,Future GPX Cyber Formula Sin,7.46,https://myanimelist.net/anime/1395/Future_GPX_Cyber_Formula_Sin,7.46,#2077,#10075,"3,297",18,"Drama, Sci-Fi, Racing"
2077,Grisaia no Kajitsu,7.46,https://myanimelist.net/anime/17729/Grisaia_no_Kajitsu,7.46,#2078,#358,"629,422","4,396","Drama, Romance, Suspense, Harem, Psychological, School"
2078,Hidamari Sketch,7.46,https://myanimelist.net/anime/1852/Hidamari_Sketch,7.46,#2079,#2464,"81,985","1,124","Slice of Life, CGDCT, Iyashikei, School, Visual Arts"
2079,Senki Zesshou Symphogear G,7.46,https://myanimelist.net/anime/15793/Senki_Zesshou_Symphogear_G,7.46,#2080,#2919,"61,761",536,"Action, Sci-Fi, Idols (Female), Music"
2080,Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,7.46,https://myanimelist.net/anime/55740/Shen_Lan_Qi_Yu_Wushuang_Zhu__Tianmo_Pian,7.46,#2081,#14584,844,8,"Action, Fantasy"
2081,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.46,https://myanimelist.net/anime/53516/Tensei_shitara_Dainana_Ouji_Datta_node_Kimama_ni_Majutsu_wo_Kiwamemasu,7.46,#2082,#1328,"187,908",920,"Adventure, Fantasy, Reincarnation"
2082,Tonari no Kaibutsu-kun,7.46,https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun,7.46,#2083,#138,"1,110,158","6,409","Comedy, Romance, School, Shoujo"
2083,Xiao Lu He Xiao Lan,7.46,https://myanimelist.net/anime/38250/Xiao_Lu_He_Xiao_Lan,7.46,#2084,#6431,"10,792",104,"Boys Love, Comedy, Drama, Sci-Fi, School"
2084,Youjo Senki: Sabaku no Pasta Daisakusen,7.46,https://myanimelist.net/anime/49236/Youjo_Senki__Sabaku_no_Pasta_Daisakusen,7.46,#2085,#2861,"63,878",128,"Action, Fantasy, Isekai, Military, Reincarnation, Urban Fantasy"
2085,Yowamushi Pedal: Spare Bike,7.46,https://myanimelist.net/anime/33302/Yowamushi_Pedal__Spare_Bike,7.46,#2086,#6015,"12,694",9,"Sports, Racing, Shounen"
2086,Yu☆Gi☆Oh! 5D's,7.46,https://myanimelist.net/anime/3972/Yu☆Gi☆Oh_5Ds,7.46,#2087,#1650,"146,074","1,617","Action, Strategy Game, Shounen"
2087,Senki Zesshou Symphogear GX,7.45,https://myanimelist.net/anime/21573/Senki_Zesshou_Symphogear_GX,7.45,#2088,#3294,"49,016",398,"Action, Sci-Fi, Idols (Female), Music"
2088,Shokugeki no Souma: Ni no Sara OVA,7.45,https://myanimelist.net/anime/34480/Shokugeki_no_Souma__Ni_no_Sara_OVA,7.45,#2089,#1474,"167,669",111,"Gourmet, Ecchi, School, Shounen"
2089,Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.45,https://myanimelist.net/anime/36962/Shokugeki_no_Souma__San_no_Sara_-_Kyokuseiryou_no_Erina,7.45,#2090,#2372,"86,418",66,"Drama, Shounen"
2090,Sidonia no Kishi: Ai Tsumugu Hoshi,7.45,https://myanimelist.net/anime/35759/Sidonia_no_Kishi__Ai_Tsumugu_Hoshi,7.45,#2091,#4386,"27,759",83,"Action, Sci-Fi, Mecha, Space, Seinen"
2091,Soredemo Machi wa Mawatteiru,7.45,https://myanimelist.net/anime/8726/Soredemo_Machi_wa_Mawatteiru,7.45,#2092,#2805,"65,863",271,"Slice of Life, Workplace, Seinen"
2092,Super Cub,7.45,https://myanimelist.net/anime/40685/Super_Cub,7.45,#2093,#1904,"120,808","1,019","Slice of Life, CGDCT, Iyashikei, School"
2093,Suzumiya Haruhi-chan no Yuuutsu,7.45,https://myanimelist.net/anime/5118/Suzumiya_Haruhi-chan_no_Yuuutsu,7.45,#2094,#2181,"99,944",328,"Comedy, Parody"
2094,Taiho Shichau zo,7.45,https://myanimelist.net/anime/1577/Taiho_Shichau_zo,7.45,#2095,#4132,"31,586",110,"Action, Comedy, Detective, Workplace, Seinen"
2095,Tennis no Oujisama: Another Story II - Ano Toki no Bokura,7.45,https://myanimelist.net/anime/10573/Tennis_no_Oujisama__Another_Story_II_-_Ano_Toki_no_Bokura,7.45,#2096,#6259,"11,521",7,"Comedy, Sports, School, Shounen"
2096,The iDOLM@STER: 765 Pro to Iu Monogatari,7.45,https://myanimelist.net/anime/11889/The_iDOLMSTER__765_Pro_to_Iu_Monogatari,7.45,#2097,#4700,"23,688",14,"Comedy, Drama, Idols (Female), Music"
2097,Urusei Yatsura Movie 5: Kanketsu-hen,7.45,https://myanimelist.net/anime/1924/Urusei_Yatsura_Movie_5__Kanketsu-hen,7.45,#2098,#6781,"9,532",23,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Shounen"
2098,Vinland Saga Season 2: Drowning in the Shadow,7.45,https://myanimelist.net/anime/54463/Vinland_Saga_Season_2__Drowning_in_the_Shadow,7.45,#2099,#4720,"23,525",53,"Action, Adventure, Drama, Gore, Historical, Seinen"
2099,Yaoguai Mingdan 2nd Season,7.45,https://myanimelist.net/anime/36160/Yaoguai_Mingdan_2nd_Season,7.45,#2100,#6804,"9,441",21,"Action, Comedy, Fantasy, Romance"
