title,score,genres,ranked,popularity,members,favorites
Super Crooks,7.21,"Action, Drama, Suspense, Adult Cast, Super Power",#3237,#2301,"91,468",325
Sword Art Online,7.21,"Action, Adventure, Fantasy, Romance, Love Polygon, Video Game",#3237,#6,"3,142,836","68,916"
Tegamibachi Gakuen,7.21,"Comedy, School",#3239,#6485,"10,558",9
Tengen Toppa Gurren Lagann Movie Zenyasai: Viral no Amai Yume,7.21,Comedy,#3240,#4220,"29,987",14
Toaru Kagaku no Accelerator,7.21,"Action, Fantasy, Sci-Fi, Super Power",#3241,#1034,"244,727",950
"Wake Up, Girls! Beyond the Bottom",7.21,"Drama, Idols (Female), Music",#3242,#6808,"9,430",18
Wan Jie Xian Zong 3rd Season,7.21,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts, Mythology",#3243,#10542,"2,854",9
Xian Wu Chuan,7.21,"Action, Adventure, Fantasy, Historical, Martial Arts",#3243,#11902,"1,877",15
You Shou Yan,7.21,"Comedy, Fantasy",#3245,#13935,"1,021",21
Young Black Jack,7.21,"Drama, Historical, Medical, Seinen",#3246,#2393,"85,678",157
Yu☆Gi☆Oh! Duel Monsters GX,7.21,"Action, Comedy, Fantasy, Strategy Game, Shounen",#3247,#1142,"223,300","1,704"
Zero no Tsukaima,7.21,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi, Harem, Isekai, School",#3247,#230,"836,026","8,001"
Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,7.21,"Romance, School",#3249,#1056,"240,571",679
Kara no Kyoukai Movie 8: Shuushou,7.21,Mystery,#3250,#1866,"124,236",329
Kiratto Pri☆chan Season 3,7.21,"Comedy, Idols (Female), Music",#3251,#10454,"2,925",11
Love Hina Again,7.21,"Comedy, Romance, Ecchi, Shounen",#3252,#2365,"86,891",86
"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""",7.21,"Drama, Romance, Shounen",#3253,#3742,"38,801",12
Lupin III (2015) Specials,7.21,"Action, Adventure, Comedy, Adult Cast, Seinen",#3253,#6985,"8,855",4
Lupin III: Chi no Kokuin - Eien no Mermaid,7.21,"Action, Adventure, Comedy, Adult Cast, Seinen",#3255,#7216,"8,200",4
Mai Mai Shinko to Sennen no Mahou,7.21,"Adventure, Award Winning, Drama",#3256,#5408,"16,748",22
Mayo Chiki!,7.21,"Comedy, Romance, Ecchi, Crossdressing, Harem, School",#3257,#460,"505,520","1,885"
Mermaid Melody Pichi Pichi Pitch Pure,7.21,"Adventure, Comedy, Fantasy, Romance, Mahou Shoujo, Music, Shoujo",#3258,#3369,"46,939",258
Midori no Hibi,7.21,"Comedy, Drama, Romance, Ecchi, Delinquents, School, Shounen",#3259,#1428,"172,497",650
Nagasarete Airantou,7.21,"Comedy, Fantasy, Romance, Ecchi, Harem, Shounen",#3260,#2101,"104,915",406
Needless,7.21,"Action, Comedy, Sci-Fi, Ecchi, Super Power, Seinen",#3261,#1660,"144,675",530
Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.21,"Comedy, Romance, School, Shoujo",#3262,#3051,"56,517",53
Rockman.EXE Movie: Hikari to Yami no Program,7.21,"Action, Adventure, Strategy Game",#3263,#8982,"4,695",7
Saint Seiya: Shinku no Shounen Densetsu,7.21,"Adventure, Fantasy, Sci-Fi, Shounen",#3264,#5370,"17,044",32
Saint Seiya: Tenkai-hen Josou - Overture,7.21,"Action, Adventure, Fantasy, Sci-Fi, Mythology, Shounen",#3264,#4583,"25,269",65
Saiyuuki Gaiden: Kouga no Shou,7.21,"Adventure, Drama, Fantasy, Mythology, Shoujo",#3265,#9815,"3,581",8
Saiyuuki Reload Blast,7.21,"Action, Adventure, Comedy, Drama, Supernatural, Mythology, Josei",#3266,#3602,"41,843",104
Accel World,7.21,"Action, Romance, Sci-Fi, School, Video Game",#3268,#290,"725,218","3,891"
Air Movie,7.21,"Drama, Romance, Supernatural",#3269,#2904,"62,179",119
Akuyaku Reijou nanode Last Boss wo Kattemimashita,7.21,"Comedy, Fantasy, Romance, Isekai, Villainess, Shoujo",#3270,#1338,"187,208","1,047"
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,7.21,"Comedy, Fantasy, Workplace",#3271,#2161,"101,357",34
Arabian Nights: Sindbad no Bouken (TV),7.21,"Adventure, Fantasy, Romance, Historical",#3272,#7305,"7,930",29
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,7.21,"Drama, Medical, Shounen",#3273,#8051,"6,222",5
Boku no Hero Academia: Training of the Dead,7.21,"Action, School, Super Power, Shounen",#3274,#1237,"204,478",210
Canaan,7.21,"Action, Mystery, Sci-Fi, Adult Cast",#3275,#1074,"236,329",939
Cat's Eye,7.21,"Action, Adventure, Comedy, Mystery, Romance, Shounen",#3276,#4730,"23,448",105
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara,7.21,"Action, Mecha, Military",#3277,#2085,"106,895",75
Cosmic Baton Girl Comet-san☆,7.21,"Adventure, Comedy, Drama, Sci-Fi",#3278,#8519,"5,456",38
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.21,"Action, Horror, Mystery, Suspense, High Stakes Game, Psychological, Survival",#3279,#681,"363,194","1,696"
Darwin's Game,7.21,"Action, Mystery, Sci-Fi, Suspense, High Stakes Game, Super Power, Survival, Shounen",#3280,#393,"578,746","2,621"
Digimon Adventure tri. 6: Bokura no Mirai,7.21,"Action, Adventure, Comedy, Drama",#3281,#3323,"48,113",48
Dirty Pair,7.21,"Adventure, Comedy, Sci-Fi",#3282,#3907,"35,230",230
Doraemon Movie 30: Nobita no Ningyo Daikaisen,7.21,"Adventure, Comedy, Fantasy, Kids, Shounen",#3283,#7284,"8,018",5
Dragon Ball: Episode of Bardock,7.21,,,,,
Fuujin Monogatari,7.21,,,,,
Gamba no Bouken,7.21,,,,,
Gundam Build Fighters Try,7.21,,,,,
Haiyore! Nyaruko-san W,7.21,"Comedy, Sci-Fi, Parody",#3288,#1359,"185,584",307
Hitsugi no Chaika,7.21,"Action, Adventure, Fantasy, Romance",#3289,#633,"388,170",871
Hokuto no Ken Movie,7.21,"Action, Drama, Sci-Fi, Gore, Martial Arts, Super Power, Shounen",#3290,#4816,"22,513",130
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,7.21,"Action, Adventure, Comedy, Fantasy, Video Game",#3291,#1023,"246,287","1,329"
Arte,7.2,"Drama, Historical, Visual Arts, Seinen",#3292,#1745,"135,378",373
Binghuo Mochu,7.2,"Action, Adventure, Fantasy",#3293,#9984,"3,383",21
Chibi Maruko-chan: Watashi no Suki na Uta,7.2,"Drama, Romance, Music, Visual Arts, Shoujo",#3294,#11259,"2,293",22
Cong Hong Yue Kaishi,7.2,"Horror, Sci-Fi, Supernatural, Suspense, Psychological",#3295,#14349,901,4
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,7.2,"Horror, Mystery, Suspense, High Stakes Game, Psychological, School, Survival",#3296,#178,"961,652","8,347"
Dead Leaves,7.2,"Action, Comedy, Sci-Fi, Gore, Super Power",#3297,#2228,"96,723",675
"Donten ni Warau Gaiden: Ouka, Tenbou no Kakehashi",7.2,"Action, Supernatural, Historical",#3298,#6215,"11,705",17
Doraemon Movie 41: Nobita no Little Star Wars,7.2,"Adventure, Comedy, Sci-Fi, Space, Kids, Shounen",#3299,#9548,"3,900",18
El Cazador de la Bruja,7.2,"Adventure, Drama, Mystery",#3300,#3046,"56,668",262
Fate/kaleid liner Prisma☆Illya 2wei!,7.2,"Action, Comedy, Mahou Shoujo",#3301,#1470,"168,063",261
Ginga e Kickoff!!,7.2,"Sports, Team Sports",#3302,#4352,"28,077",145
Ginga Hyouryuu Vifam,7.2,"Action, Adventure, Sci-Fi, Mecha, Space",#3303,#8612,"5,309",24
Goblin Slayer II,7.2,"Action, Adventure, Fantasy, Gore",#3304,#669,"369,248","3,165"
Groove Adventure Rave,7.2,"Action, Adventure, Comedy, Fantasy, Romance, Shounen",#3305,#2133,"102,949",372
Higurashi no Naku Koro ni Gou,7.2,"Horror, Mystery, Suspense, Gore, Psychological",#3306,#898,"284,763","1,576"
Higurashi no Naku Koro ni Kaku: Outbreak,7.2,"Horror, Mystery, Gore, Psychological",#3307,#2658,"72,362",111
Housekishou Richard-shi no Nazo Kantei,7.2,"Drama, Mystery, Adult Cast, Workplace",#3308,#2714,"69,760",293
Hunter x Hunter Pilot,7.2,"Action, Adventure, Fantasy, Shounen",#3309,#4230,"29,897",58
Selector Destructed WIXOSS Movie,7.2,"Suspense, High Stakes Game, Psychological, Strategy Game",#3310,#5176,"18,793",31
Souten Kouro,7.2,"Action, Adventure, Historical",#3311,#5104,"19,492",51
Super Robot Taisen OG: The Inspector,7.2,"Action, Sci-Fi, Mecha, Space",#3312,#6480,"10,576",44
Tenchi Muyou! in Love 2: Harukanaru Omoi,7.2,"Drama, Romance, Sci-Fi",#3313,#5345,"17,243",25
"Tokyo Ghoul: ""Pinto""",7.2,"Action, Fantasy, Horror, Suspense, Gore, Psychological, Urban Fantasy, Seinen",#3314,#1144,"222,997",390
"Tsuma, Shougakusei ni Naru.",7.2,"Comedy, Romance, Reincarnation, Seinen",#3315,#3702,"39,618",91
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,7.2,"Comedy, Romance, Idols (Male), Music, Reverse Harem, School, Josei",#3316,#4402,"27,513",79
Witchblade,7.2,"Action, Drama, Sci-Fi, Adult Cast, Super Power",#3317,#1919,"119,583",573
Yeon-ae Halujeon Zero,7.2,"Romance, School",#3318,#4237,"29,676",89
Kidou Senshi Gundam SEED Destiny Special Edition,7.2,"Action, Drama, Romance, Sci-Fi, Mecha, Military, Space",#3319,#6096,"12,318",23
Kimi wa Meido-sama.,7.2,"Comedy, Romance",#3320,#2532,"77,970",268
Kuruneko,7.2,"Comedy, Slice of Life, Pets",#3321,#8729,"5,123",11
Lupin III: Part 6,7.2,"Action, Adventure, Comedy, Mystery, Adult Cast, Seinen",#3322,#4714,"23,581",145
Mahou no Tenshi Creamy Mami,7.2,"Comedy, Fantasy, Romance, Sci-Fi, Idols (Female), Mahou Shoujo, School",#3323,#5514,"15,903",155
Meitantei Conan OVA 08: Joshikousei Tantei Suzuki Sonoko no Jikenbo,7.2,"Comedy, Mystery, Detective, Shounen",#3324,#5908,"13,353",5
Miracle Giants Doumu-kun,7.2,"Sports, Team Sports",#3325,#11670,"2,026",5
Moyashimon Returns,7.2,"Comedy, Gourmet, Supernatural, School, Seinen",#3326,#4535,"25,865",20
One Piece Film: Gold Episode 0 - 711 ver.,7.2,"Action, Adventure, Comedy, Fantasy, Super Power, Shounen",#3327,#4490,"26,424",14
Pui Pui Molcar: Driving School,7.2,"Comedy, Anthropomorphic, Kids",#3328,#8477,"5,522",29
Re:cycle of the Penguindrum,7.2,"Avant Garde, Comedy, Drama, Mystery, Supernatural, Psychological",#3329,#5787,"14,073",36
Saber Marionette J Again,7.2,"Action, Comedy, Romance, Sci-Fi, Harem, Mecha",#3330,#6030,"12,599",13
Sankarea: Wagahai mo... Zombie de Aru...,7.2,"Comedy, Horror, Romance, Supernatural, Ecchi, Love Polygon, Shounen",#3331,#2326,"89,513",45
Jinrui wa Suitai Shimashita Specials,7.19,"Comedy, Fantasy",#3332,#5028,"20,255",7
Jormungand: Perfect Order Recap,7.19,"Action, Adventure, Adult Cast, Military, Organized Crime, Seinen",#3333,#5901,"13,416",19
Journey to Bloom,7.19,"Drama, Music",#3334,#10529,"2,858",42
Juu Ou Sei,7.19,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",#3335,#2599,"74,893",370
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,7.19,"Action, Super Power",#3336,#4973,"20,851",19
Kaijuu no Kodomo,7.19,"Award Winning, Drama, Mystery, Supernatural, Seinen",#3337,#1970,"115,882",890
Kakegurui Twin,7.19,"Drama, Mystery, Suspense, Psychological, School, Shounen",#3338,#1972,"115,608",342
Kakegurui××,7.19,"Drama, Mystery, Suspense, High Stakes Game, Psychological, School, Strategy Game, Shounen",#3339,#252,"795,931","1,984"
Kamichama Karin,7.19,"Comedy, Fantasy, Romance, Mahou Shoujo, School, Shoujo",#3340,#3129,"53,946",380
Kanashimi no Belladonna,7.19,"Avant Garde, Drama, Historical",#3341,#3131,"53,911",764
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi (TV),7.19,"Comedy, Sci-Fi, Mecha",#3342,#6015,"12,693",7
Kuroko no Basket: Oshaberi Shiyou ka,7.19,"Comedy, Sports, School, Team Sports, Shounen",#3343,#5351,"17,215",8
Kyou no 5 no 2 (TV),7.19,"Comedy, Ecchi, School, Seinen",#3344,#3839,"36,735",50
Ling Qi,7.19,"Action, Boys Love, Comedy, Supernatural",#3345,#2268,"93,535",507
Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,7.19,Fantasy,#3346,#5537,"15,704",36
Madou King Granzort,7.19,"Action, Comedy, Fantasy, Sci-Fi, Mecha",#3347,#10201,"3,150",14
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,7.19,"Action, Adventure, Fantasy, Ecchi, School, Shounen",#3348,#6571,"10,244",11
Mermaid Melody Pichi Pichi Pitch,7.19,"Adventure, Comedy, Fantasy, Romance, Music, Shoujo",#3349,#2421,"84,388",968
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?: Onsen Manyuuki,7.19,"Comedy, Fantasy, Ecchi, Isekai",#3350,#2349,"87,846",53
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,7.19,"Comedy, Fantasy",#3351,#8464,"5,546",4
Nogizaka Haruka no Himitsu,7.19,"Comedy, Romance, Otaku Culture, School",#3352,#1728,"136,576",448
Oh! Edo Rocket,7.19,"Comedy, Drama, Fantasy, Sci-Fi, Historical",#3353,#5929,"13,248",36
Ojamajo Doremi Sharp Movie,7.19,"Comedy, Fantasy",#3354,#8304,"5,789",6
One Piece: Episode of Sorajima,7.19,"Action, Adventure, Fantasy, Shounen",#3355,#4095,"32,405",25
One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,7.19,"Comedy, Fantasy, Historical, Shounen",#3356,#3919,"34,983",19
Plastic Neesan,7.19,"Comedy, School, Seinen",#3357,#1238,"203,399",610
Pokemon Movie 21: Minna no Monogatari,7.19,"Action, Adventure, Comedy, Fantasy, Strategy Game, Kids",#3358,#3621,"41,268",47
Qi Hou Bilu,7.19,"Action, Adventure, Fantasy, Martial Arts",#3359,#11757,"1,969",92
Raise wa Tanin ga Ii,7.19,"Romance, Organized Crime, Seinen",#3360,#2679,"71,591",295
Re-Main,7.19,"Sports, School, Team Sports",#3361,#1707,"139,145",868
Red Shoes,7.19,"Comedy, Romance",#3362,#13052,"1,299",6
Sankarea OVA,7.19,"Comedy, Horror, Romance, Supernatural, Ecchi, Love Polygon, Shounen",#3363,#2003,"113,563",53
Seimei no Kagaku: Micro Patrol,7.19,"Adventure, Educational, Medical",#3364,#10331,"3,031",9
Amagami SS+ Plus: Extra Episode+ Plus,7.19,Romance,#3365,#3766,"38,348",22
Atri: My Dear Moments,7.19,"Drama, Romance, Sci-Fi",#3366,#2750,"68,204",345
Basquash!,7.19,"Sci-Fi, Sports, Mecha, Team Sports",#3367,#3342,"47,619",183
Ben-To,7.19,"Action, Comedy, Gourmet, Martial Arts",#3368,#749,"334,090","1,193"
Brigadoon: Marin to Melan,7.19,"Adventure, Comedy, Drama, Sci-Fi, Mecha",#3369,#5713,"14,516",149
Cencoroll Connect,7.19,"Action, Sci-Fi",#3370,#3641,"40,953",86
Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,7.19,"Action, Adventure, Comedy, Fantasy, Historical, Seinen",#3371,#8938,"4,786",4
Cyber City Oedo 808,7.19,"Action, Adventure, Sci-Fi, Adult Cast",#3372,#4002,"33,759",218
Cybersix,7.19,"Action, Adventure, Romance, Sci-Fi",#3373,#6204,"11,758",79
Darling in the FranXX,7.19,"Action, Drama, Romance, Sci-Fi, Mecha",#3374,#60,"1,696,257","32,584"
Date A Live III,7.19,"Action, Fantasy, Romance, Sci-Fi, Harem, School",#3375,#582,"411,595","1,719"
Dead Dead Demons Dededede Destruction (OVA) Episode 0,7.19,"Drama, Sci-Fi, Seinen",#3376,#5582,"15,350",15
Doraemon Movie 05: Nobita no Makai Daibouken,7.19,Fantasy,#3377,#8310,"5,783",3
Doraemon: Nobita's the Night Before a Wedding,7.19,Fantasy,#3378,#9709,"3,716",0
Dr. Slump: Arale-chan,7.19,"Comedy, Sci-Fi, Gag Humor, Shounen",#3379,#5326,"17,401",82
Fate/Apocrypha,7.19,"Action, Fantasy, Urban Fantasy",#3380,#479,"489,402","2,615"
Figure 17: Tsubasa & Hikaru,7.19,"Sci-Fi, Slice of Life",#3381,#5669,"14,777",84
Futari wa Precure: Splash☆Star,7.19,"Action, Comedy, Mahou Shoujo",#3382,#5639,"15,044",83
Galaxy Angel 4,7.19,"Comedy, Sci-Fi",#3383,#6958,"8,926",9
Hakushaku to Yousei,7.19,"Adventure, Fantasy, Romance, Historical, Mythology, Shoujo",#3384,#1810,"128,716",569
Hetalia: The World Twinkle,7.19,"Comedy, Anthropomorphic, Gag Humor, Historical, Parody",#3385,#3553,"42,713",238
Hetalia: The World Twinkle Specials,7.19,"Comedy, Historical, Parody",#3386,#7282,"8,022",8
Hi no Ame ga Furu,7.19,"Drama, Historical",#3387,#11844,"1,917",3
"Inari, Konkon, Koi Iroha.",7.19,"Comedy, Romance, Supernatural, Mythology, School, Seinen",#3388,#1458,"169,225",402
Irregular Hunter X: The Day of Sigma,7.19,"Action, Sci-Fi",#3389,#6072,"12,451",57
Sentou Yousei Yukikaze,7.19,"Action, Award Winning, Drama, Sci-Fi, Suspense, Military, Psychological, Space",#3390,#5002,"20,592",194
Shippuu! Iron Leaguer,7.19,"Sci-Fi, Sports, Mecha, Team Sports",#3391,#11715,"1,999",16
Sword Art Online Alternative: Gun Gale Online II,7.19,"Action, Military, Video Game",#3392,#2403,"85,106",268
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,7.19,Comedy,#3393,#3699,"39,800",11
Tantei Opera Milky Holmes Dai 2 Maku,7.19,"Comedy, Mystery, Detective, Parody, Super Power",#3394,#5129,"19,282",69
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,7.19,"Action, Comedy, Sci-Fi, Harem, Space",#3395,#6041,"12,549",16
Tenkuu Senki Shurato,7.19,"Action, Fantasy",#3396,#6169,"11,946",64
The Cockpit,7.19,"Adult Cast, Historical, Military",#3397,#5579,"15,382",66
Tobe! Isami,7.19,"Action, Adventure, Comedy, Romance",#3398,#10268,"3,082",14
Uragiri wa Boku no Namae wo Shitteiru,7.19,"Adventure, Boys Love, Drama, Fantasy, Reincarnation, Shoujo",#3399,#2129,"103,248",989
Video Girl Ai,7.19,"Comedy, Drama, Romance, Ecchi, Love Polygon, Shounen",#3400,#4116,"31,945",148
Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu,7.19,"Comedy, Fantasy, Romance, Time Travel, Shoujo",#3401,#3334,"47,771",154
Yes! Precure 5,7.19,"Action, Mahou Shoujo, School",#3402,#5147,"19,053",90
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,7.19,"Romance, Mahou Shoujo, Super Power",#3403,#8019,"6,281",4
Yowamushi Pedal: Re:Generation,7.19,"Sports, Shounen",#3404,#8150,"6,041",2
Zoids Genesis,7.19,"Action, Adventure, Comedy, Mecha, Military",#3405,#5428,"16,510",33
Sekirei: Pure Engagement Episode 0,7.18,"Comedy, Ecchi, Harem, Seinen",#3406,#3120,"54,234",51
Star Driver: Kagayaki no Takuto,7.18,"Action, Romance, Sci-Fi, Mecha, School",#3407,#1957,"116,617",618
Suisei no Gargantia Specials,7.18,"Action, Adventure, Sci-Fi, Mecha",#3408,#3612,"41,578",14
Tactics,7.18,"Mystery, Supernatural, Historical, Mythology, Shounen",#3409,#3592,"42,080",168
Tatakau Shisho: The Book of Bantorra,7.18,"Action, Fantasy, Adult Cast, Super Power",#3410,#2759,"67,964",217
Tennis no Oujisama: Pair Prince,7.18,"Comedy, Shounen",#3411,#8312,"5,782",3
Terminator 0,7.18,"Action, Sci-Fi, Time Travel",#3412,#5341,"17,265",63
Tokyo Majin Gakuen Kenpuuchou: Tou Dai Ni Maku,7.18,"Action, Drama, Horror, Mystery, Martial Arts, School",#3413,#3717,"39,333",64
Toushou Daimos,7.18,"Adventure, Drama, Romance, Sci-Fi, Mecha",#3414,#7871,"6,614",32
UQ Holder! Mahou Sensei Negima! 2 OVA,7.18,"Action, Fantasy, Sci-Fi, Shounen",#3415,#4268,"29,251",30
Utawarerumono OVA,7.18,"Action, Comedy, Fantasy",#3416,#4845,"22,097",13
Wagaya no Oinari-sama.,7.18,"Comedy, Supernatural, Magical Sex Shift, Mythology",#3417,#4035,"33,256",84
Yoru wa Neko to Issho,7.18,"Comedy, Pets",#3418,#5682,"14,675",105
Youkai Apartment no Yuuga na Nichijou,7.18,"Slice of Life, Supernatural, Mythology, School",#3419,#2712,"69,830",222
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,7.18,"Action, Supernatural, Martial Arts, Mythology, Shounen",#3420,#5851,"13,691",8
Kimi no Iru Machi: Tasogare Kousaten,7.18,"Drama, Romance, School, Shounen",#3421,#3497,"44,100",57
Kuroshitsuji Recap,7.18,"Action, Comedy, Mystery, Supernatural, Historical, Mythology, Shounen",#3422,#3638,"40,985",85
Kyou no 5 no 2,7.18,"Comedy, Ecchi, School, Seinen",#3423,#4147,"31,280",43
Lady Georgie,7.18,"Drama, Romance, Historical, Shoujo",#3424,#6311,"11,296",69
Little Nemo,7.18,"Adventure, Fantasy",#3425,#6433,"10,789",35
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.18,"Adventure, Comedy, Romance, Shounen",#3426,#3127,"53,988",20
Meitantei Conan OVA 03: Conan to Heiji to Kieta Shounen,7.18,"Adventure, Comedy, Mystery, Detective, Shounen",#3427,#5487,"16,135",1
Mirai Nikki,7.18,"Action, Supernatural, Suspense, High Stakes Game, Survival, Shounen",#3428,#1036,"244,084","2,432"
Musekinin Kanchou Tylor OVA,7.18,"Adventure, Comedy, Drama, Sci-Fi, Military, Space",#3429,#6528,"10,402",11
One Piece: Episode of Alabasta - Prologue,7.18,"Action, Adventure, Fantasy, Shounen",#3430,#5306,"17,543",5
One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!,7.18,"Action, Adventure, Fantasy, Shounen",#3431,#3954,"34,402",18
Ou Dorobou Jing,7.18,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",#3432,#3738,"38,883",211
Owari no Seraph: Kyuuketsuki Shahar,7.18,"Action, Drama, Supernatural, Military, Vampire, Shounen",#3433,#2339,"88,740",121
Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,7.18,"Action, Mahou Shoujo",#3434,#7532,"7,311",5
Precure All Stars Movie New Stage: Mirai no Tomodachi,7.18,Mahou Shoujo,#3435,#7894,"6,554",10
Puchimas!!: Petit Petit iDOLM@STER,7.18,"Comedy, Slice of Life, Idols (Female)",#3436,#6962,"8,912",14
Quanzhi Fashi,7.18,"Action, Fantasy, School",#3437,#1654,"145,354",685
Saiki Kusuo no Ψ-nan (ONA),7.18,"Comedy, School, Super Power, Shounen",#3438,#3481,"44,390",118
Seikai no Senki Special,7.18,,,,,
07-Ghost,7.18,,,,,
Aikatsu Friends!,7.18,"Slice of Life, Idols (Female), Music, School",#3441,#5993,"12,824",73
Amagami SS: Tachibana Miya-hen - Imouto,7.18,School,#3442,#3058,"56,324",27
Ansatsu Kyoushitsu: Jump Festa 2013 Special,7.18,"Action, Comedy, Shounen",#3443,#2475,"81,331",428
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,7.18,"Comedy, Sports, Crossdressing, Team Sports, Shounen",#3444,#3809,"37,464",35
Ayashi no Ceres,7.18,"Adventure, Drama, Horror, Romance, Supernatural, Psychological, Reincarnation, Shoujo",#3445,#2865,"63,825",485
Bleach: Memories in the Rain,7.18,"Action, Adventure, Drama, Supernatural, Shounen",#3446,#1794,"130,833",237
Chuunibyou demo Koi ga Shitai! Ren Lite,7.18,"Comedy, School",#3447,#2303,"91,283",67
Date A Live II,7.18,"Action, Fantasy, Romance, Sci-Fi, Harem, School",#3448,#335,"657,473","2,255"
Denki-gai no Honya-san,7.18,"Comedy, Otaku Culture, Workplace, Seinen",#3449,#1776,"132,539",281
Dimension W,7.18,"Action, Sci-Fi, Seinen",#3450,#843,"303,613",835
Druaga no Tou: The Sword of Uruk,7.18,"Action, Adventure, Fantasy",#3451,#2561,"76,850",90
Ganbarist! Shun,7.18,"Comedy, Sports, Shounen",#3452,#9390,"4,113",13
God Eater,7.18,"Action, Fantasy, Sci-Fi, Military",#3453,#418,"556,378","1,945"
Hanhua Riji 4th Season,7.18,"Comedy, Supernatural",#3454,#12696,"1,442",4
Ihatov Gensou: Kenji no Haru,7.18,"Drama, Slice of Life, Anthropomorphic, Historical",#3455,#6653,"9,983",48
Jashin-chan Dropkick Episode 12,7.18,"Comedy, Supernatural, Gag Humor, Mythology",#3456,#3944,"34,540",16
Ajin OVA,7.17,"Action, Horror, Mystery, Supernatural, Seinen",#3457,#3394,"46,318",26
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",7.17,"Drama, Romance, Sci-Fi",#3458,#3232,"50,683",43
Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,7.17,"Comedy, Romance, School, Super Power",#3459,#3820,"37,286",26
Bakuman.: Deraman.,7.17,"Comedy, Otaku Culture, School, Shounen",#3460,#5288,"17,681",11
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,7.17,"Action, School, Super Power, Shounen",#3461,#1354,"185,982",191
Choujigen Game Neptune The Animation OVA,7.17,"Action, Comedy, Fantasy, Sci-Fi",#3462,#5951,"13,079",27
Chuukan Kanriroku Tonegawa,7.17,"Comedy, Drama, Adult Cast, Parody, Psychological, Workplace, Seinen",#3463,#3550,"42,772",124
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,7.17,"Comedy, Seinen",#3464,#9518,"3,932",4
Crayon Shin-chan Movie 28: Gekitotsu! Rakuga Kingdom to Hobo Yonin no Yuusha,7.17,"Comedy, Seinen",#3465,#11206,"2,331",3
Devilman: Tanjou-hen,7.17,"Horror, Sci-Fi, Supernatural, Gore, Mythology, Shounen",#3466,#4034,"33,279",337
Doraemon Movie 01: Nobita no Kyouryuu,7.17,"Adventure, Comedy, Time Travel",#3467,#6639,"10,026",3
Doraemon Movie 13: Nobita to Kumo no Oukoku,7.17,"Adventure, Comedy",#3468,#7147,"8,402",5
Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Recap,7.17,"Action, CGDCT, Military, School",#3469,#8164,"6,008",4
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",7.17,"Comedy, Drama, Mystery, Adult Cast, Detective, Workplace",#3470,#3537,"43,178",148
Hakozume: Kouban Joshi no Gyakushuu,7.17,"Comedy, Adult Cast, Workplace, Seinen",#3471,#3098,"54,843",167
"Sengoku Basara Ni: Ryuko, Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!",7.17,"Action, Historical, Samurai",#3472,#7376,"7,719",3
Sentou Mecha Xabungle,7.17,"Action, Sci-Fi, Mecha, Military",#3473,#8208,"5,928",44
