title,score,genres,ranked,popularity,members,favorites
Seijo no Maryoku wa Bannou desu Season 2,7.42,"Fantasy, Romance, Isekai, Medical",#2232,#2304,"91,223",343
Ajin Part 1: Shoudou,7.42,"Action, Horror, Mystery, Supernatural, Gore, Seinen",#2233,#3371,"46,908",47
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,7.42,"Action, Adventure, Supernatural, Shounen",#2234,#1003,"254,141",538
Captain Tsubasa (2018),7.42,"Sports, Team Sports, Shounen",#2235,#2537,"77,856",377
Chou Denji Machine Voltes V,7.42,"Action, Adventure, Drama, Sci-Fi, Mecha",#2236,#7005,"8,796",81
Darker than Black: Ryuusei no Gemini,7.42,"Action, Mystery, Sci-Fi, Super Power",#2237,#573,"417,910","1,498"
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,7.42,"Adventure, Comedy, Fantasy, Time Travel, Kids, Shounen",#2238,#7693,"6,944",2
Fukigen na Mononokean,7.42,"Comedy, Supernatural, Mythology",#2239,#1742,"135,552",628
Genshiken Nidaime,7.42,"Slice of Life, Adult Cast, Otaku Culture, Parody, Seinen",#2240,#3100,"54,806",121
Goblin Slayer,7.42,"Action, Adventure, Fantasy, Gore",#2241,#127,"1,164,087","7,519"
Hakuouki: Reimeiroku,7.42,"Action, Drama, Supernatural, Historical, Samurai, Josei",#2242,#2973,"59,287",141
Hanhua Riji,7.42,"Comedy, Slice of Life, Supernatural",#2243,#7097,"8,532",62
Hokkyoku Hyakkaten no Concierge-san,7.42,"Fantasy, Slice of Life, Anthropomorphic, Workplace, Seinen",#2244,#7312,"7,909",20
Huyao Xiao Hongniang: Beishan Yaodi,7.42,"Comedy, Romance, Supernatural, Historical",#2245,#7003,"8,804",6
Idoly Pride,7.42,"Drama, Idols (Female), Music",#2246,#2718,"69,581",569
Ie Naki Ko Remy Specials,7.42,"Adventure, Drama, Historical",#2247,#10724,"2,703",4
Jashin-chan Dropkick X,7.42,"Comedy, Supernatural, Gag Humor, Mythology",#2248,#3577,"42,290",149
Jewelpet Twinkle☆,7.42,"Fantasy, Anthropomorphic, Mahou Shoujo, School",#2249,#5898,"13,427",133
3-nen Z-gumi Ginpachi-sensei Announcement Special,7.41,Comedy,#2250,#11644,"2,042",6
Akazukin Chacha,7.41,"Adventure, Comedy, Fantasy, Romance, Mahou Shoujo, Shoujo",#2251,#5396,"16,849",100
Bai Lian Cheng Shen 2nd Season,7.41,"Action, Adventure, Fantasy, Historical, Martial Arts",#2252,#13181,"1,245",5
Captain Tsubasa Season 2: Junior Youth-hen,7.41,"Sports, Team Sports, Shounen",#2253,#5710,"14,527",107
City Hunter: The Secret Service,7.41,"Action, Comedy, Mystery, Shounen",#2254,#6908,"9,080",6
Cowboy Bebop: Yose Atsume Blues,7.41,"Sci-Fi, Adult Cast, Space",#2255,#3228,"50,804",99
Dragon Ball Z Movie 14: Kami to Kami,7.41,"Action, Adventure, Fantasy, Martial Arts, Super Power, Shounen",#2256,#1113,"228,918",290
Future GPX Cyber Formula Zero,7.41,"Drama, Sci-Fi, Racing",#2257,#10047,"3,316",19
Gallery Fake,7.41,"Mystery, Adult Cast, Visual Arts, Seinen",#2258,#5501,"16,000",59
Gangsta.,7.41,"Action, Drama, Adult Cast, Organized Crime, Seinen",#2259,#382,"595,498","3,916"
Gokudou-kun Manyuuki,7.41,"Adventure, Comedy, Fantasy",#2260,#5439,"16,450",144
Gokusen,7.41,"Action, Comedy, Delinquents, Organized Crime, School, Workplace, Josei",#2261,#3271,"49,594",264
Hetalia: The Beautiful World,7.41,"Comedy, Anthropomorphic, Gag Humor, Historical, Parody",#2262,#2649,"72,576",561
High School DxD BorN,7.41,"Action, Comedy, Romance, Supernatural, Ecchi, Harem, Mythology, School",#2263,#242,"817,830","3,921"
High School DxD BorN: Yomigaeranai Fushichou,7.41,"Action, Comedy, Romance, Supernatural, Ecchi, Harem, Mythology, School",#2264,#1651,"145,741",276
Hori-san to Miyamura-kun,7.41,"Romance, School",#2265,#1832,"126,902",705
Ikoku Meiro no Croisée The Animation,7.41,"Slice of Life, Historical, Iyashikei, Seinen",#2266,#2964,"59,974",164
Senyuu. 2,7.41,"Action, Comedy, Fantasy, Parody, Shounen",#2267,#3018,"57,924",111
Shinryaku! Ika Musume,7.41,"Comedy, Anthropomorphic, Shounen",#2268,#1232,"205,293","1,122"
Shonan Junai Gumi!,7.41,"Action, Comedy, Delinquents, School",#2269,#3340,"47,627",171
Simoun,7.41,"Drama, Fantasy, Girls Love, Sci-Fi, Military",#2270,#3486,"44,325",432
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3,7.41,"Action, Drama, Sci-Fi, Mecha, Military",#2271,#9453,"4,027",7
Tales of Symphonia The Animation: Sekai Tougou-hen,7.41,"Action, Adventure, Fantasy, Martial Arts",#2272,#4604,"24,947",56
"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",7.41,"Slice of Life, CGDCT, Iyashikei",#2273,#6787,"9,517",3
Tanaka-kun wa Itsumo Kedaruge Specials,7.41,"Slice of Life, Iyashikei, School",#2274,#3828,"37,002",34
Tetsuwan Birdy Decode,7.41,"Action, Comedy, Sci-Fi, Seinen",#2275,#2190,"99,279",399
To LOVE-Ru Darkness,7.41,"Comedy, Romance, Sci-Fi, Ecchi, Harem, School, Shounen",#2276,#649,"379,596","2,133"
Toaru Majutsu no Index Movie: Endymion no Kiseki,7.41,"Action, Fantasy, Sci-Fi, Super Power, Urban Fantasy",#2277,#1741,"135,550",183
Tokyo Ravens,7.41,"Action, Fantasy, Romance, School, Urban Fantasy",#2278,#472,"497,804","2,045"
Towa no Quon 3: Mugen no Renza,7.41,"Action, Sci-Fi, Super Power",#2279,#3769,"38,328",17
Tsugu Tsugumomo,7.41,"Action, Comedy, Supernatural, Ecchi, Harem, Mythology, School",#2280,#1962,"116,351",366
Urusei Yatsura (2022),7.41,"Comedy, Romance, Sci-Fi, Shounen",#2281,#1333,"187,407","1,215"
WWW.Working!!,7.41,"Comedy, Workplace",#2282,#1527,"160,609",287
Yao Shen Ji 4th Season,7.41,"Action, Adventure, Fantasy, Romance, Martial Arts, Mythology",#2283,#7620,"7,104",31
K: Seven Stories Movie 1 - R:B - Blaze,7.41,"Action, Drama, Super Power",#2284,#2755,"68,187",151
Kiniro no Corda: Primo Passo,7.41,"Romance, Music, Performing Arts, Reverse Harem, School, Josei",#2285,#2187,"99,541",863
Lupin Zero,7.41,"Action, Comedy, Seinen",#2286,#6511,"10,455",37
Mahou Shoujo Lyrical Nanoha,7.41,"Action, Comedy, Drama, Mahou Shoujo",#2287,#2088,"106,376","1,059"
Majimoji Rurumo: Kanketsu-hen,7.41,"Fantasy, Romance, Ecchi, Shounen",#2288,#6772,"9,572",17
Majo to Yajuu,7.41,"Action, Fantasy, Adult Cast, Gore, Urban Fantasy, Seinen",#2289,#1584,"152,989",887
Mardock Scramble: The First Compression,7.41,"Action, Sci-Fi, Suspense, Psychological",#2290,#2600,"74,849",176
Meitantei Conan Magic File 3: Shinichi to Ran Mahjong Pai to Tanabata no Omoide,7.41,"Mystery, Shounen",#2291,#6005,"12,747",13
Mitsuboshi Colors,7.41,"Slice of Life, CGDCT, Iyashikei, Shounen",#2292,#2114,"104,460",345
Mugen no Ryvius,7.41,"Award Winning, Drama, Sci-Fi, Mecha, Military, Psychological, Space",#2293,#3414,"45,983",344
Nodame Cantabile OVA,7.41,"Comedy, Romance, Adult Cast, Music, Josei",#2294,#4301,"28,817",9
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.41,"Comedy, Gag Humor, Parody, School, Shounen",#2295,#5409,"16,734",10
Koi wa Sekai Seifuku no Ato de,7.4,"Action, Comedy, Romance, Parody, Shounen",#2296,#1015,"251,279","1,039"
Kuroshitsuji II Specials,7.4,"Comedy, Supernatural, Parody, Shounen",#2297,#1809,"129,019",361
Kyou kara Maou! R,7.4,"Adventure, Comedy, Fantasy, Isekai, Shoujo",#2298,#4603,"24,948",48
Level E,7.4,"Comedy, Sci-Fi, Gag Humor, Shounen",#2299,#2227,"96,722",332
Love Live! School Idol Project,7.4,"Slice of Life, Idols (Female), Music, School",#2300,#516,"455,251","8,094"
Mai-HiME,7.4,"Action, Fantasy, Girls Love, Mahou Shoujo, School",#2301,#1938,"117,917","1,141"
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,7.4,"Adventure, Comedy, Mystery, Detective, Shounen",#2302,#5865,"13,620",2
Meitantei Conan: Hiiro no Fuzai Shoumei,7.4,"Action, Comedy, Drama, Mystery, Detective, Shounen",#2303,#7597,"7,168",33
"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",7.4,"Comedy, Adult Cast, CGDCT",#2304,#2562,"76,823",46
Nichijou: Nichijou no 0-wa,7.4,"Comedy, Gag Humor, School, Shounen",#2305,#2344,"88,131",60
One Punch Man 2nd Season Specials,7.4,"Action, Comedy, Adult Cast, Parody, Super Power, Seinen",#2306,#1735,"135,983",152
Osomatsu-san 3rd Season,7.4,"Comedy, Gag Humor, Parody",#2307,#4691,"23,788",110
Pokemon,7.4,"Action, Adventure, Comedy, Fantasy, Kids",#2308,#343,"646,474","5,494"
Pokemon (2023),7.4,"Action, Adventure, Comedy, Fantasy, Kids",#2309,#4001,"33,748",315
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,7.4,"Action, Adventure, Fantasy, Kids",#2310,#5330,"17,352",55
Psycho-Pass 2,7.4,"Action, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Psychological",#2311,#328,"668,014","1,503"
Puchi Pri*Yucie,7.4,"Comedy, Fantasy",#2312,#5475,"16,210",94
Renou Xueyuan,7.4,Comedy,#2313,#11370,"2,208",17
Rozen Maiden,7.4,"Action, Comedy, Drama, Fantasy, Seinen",#2314,#1207,"209,663","2,007"
Saki: Zenkoku-hen,7.4,"Slice of Life, School, Strategy Game, Seinen",#2315,#3807,"37,465",126
Ano Natsu de Matteru,7.4,"Drama, Romance, Sci-Fi, Love Polygon",#2316,#619,"393,949","2,064"
"Benriya Saitou-san, Isekai ni Iku",7.4,"Adventure, Comedy, Fantasy, Isekai",#2317,#1316,"189,936",729
Bleach: Sennen Kessen-hen - Ketsubetsu-tan Recap,7.4,"Action, Adventure, Fantasy, Shounen",#2318,#9429,"4,057",16
Brave Story,7.4,"Action, Adventure, Fantasy, Isekai",#2319,#3432,"45,547",187
Cang Lan Jue Part 2,7.4,"Comedy, Fantasy, Romance, Historical",#2320,#11952,"1,862",8
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.4,"Action, Adventure, Comedy, Seinen",#2321,#7186,"8,287",14
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",7.4,"Action, Supernatural, Historical",#2322,#5273,"17,863",31
Gantz:O,7.4,"Action, Drama, Horror, Sci-Fi, Suspense, Gore, High Stakes Game, Psychological, Survival, Seinen",#2323,#2139,"102,638",362
Goukon ni Ittara Onna ga Inakatta Hanashi,7.4,"Comedy, Romance, Adult Cast, Crossdressing",#2324,#4122,"31,785",122
Grimm Meisaku Gekijou,7.4,"Adventure, Comedy, Fantasy, Kids",#2325,#8448,"5,578",30
Guilty Crown,7.4,"Action, Drama, Sci-Fi, Mecha, Super Power",#2326,#118,"1,235,679","16,980"
Higurashi no Naku Koro ni Rei,7.4,"Horror, Mystery, Suspense, Gore, Psychological",#2327,#1263,"198,799",468
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,7.4,"Sports, Super Power, Team Sports",#2328,#3929,"34,821",71
Initial D Extra Stage 2,7.4,"Action, Drama, Racing, Seinen",#2329,#3492,"44,233",62
Isekai Shokudou,7.4,"Fantasy, Gourmet, Slice of Life, Isekai, Workplace",#2330,#947,"266,724","1,051"
Itazura na Kiss,7.4,"Comedy, Romance, School, Shoujo",#2331,#891,"287,711","2,939"
Shingeki no Kyojin: Ano Hi Kara,7.4,"Action, Drama, Suspense, Gore, Survival, Shounen",#2332,#1668,"143,814",378
Shinreigari,7.4,"Mystery, Supernatural, Suspense, Psychological",#2333,#1564,"155,895",854
Shugo Chara!,7.4,"Comedy, Mahou Shoujo, School, Shoujo",#2334,#1137,"224,025","3,023"
Soukyuu no Fafner: Dead Aggressor - The Beyond Part 4,7.4,"Action, Drama, Sci-Fi, Mecha, Military",#2335,#9854,"3,531",11
Suki tte Ii na yo.,7.4,"Drama, Romance, School, Shoujo",#2336,#327,"668,036","4,882"
Tamako Market,7.4,"Slice of Life, Iyashikei",#2337,#546,"437,427","1,627"
Tenchi Muyou! in Love,7.4,"Action, Comedy, Romance, Sci-Fi, School, Space",#2338,#4593,"25,080",48
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.4,"Action, Comedy, Sci-Fi, Mecha, Military, Space",#2339,#5782,"14,087",34
Uchuu Senkan Yamato 2,7.4,"Action, Adventure, Drama, Sci-Fi, Adult Cast, Military, Space",#2340,#6805,"9,434",29
Wu Geng Ji Zhi Tianqi,7.4,"Action, Fantasy, Supernatural, Historical, Martial Arts",#2341,#9707,"3,716",10
Yama no Susume: Omoide Present,7.4,"Adventure, Slice of Life, CGDCT, Iyashikei",#2342,#5575,"15,404",7
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,7.4,"Comedy, Romance, School, Shounen",#2343,#2192,"98,576",62
Yeon-ae Halujeon 2,7.4,"Romance, Slice of Life",#2344,#5393,"16,866",26
Yowamushi Pedal: Limit Break,7.4,"Sports, Racing, Shounen",#2345,#4423,"27,231",148
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,7.4,"Action, Supernatural, Martial Arts, Mythology, Shounen",#2346,#4897,"21,616",25
Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,7.39,"Action, Drama, Suspense, Gore, Military, Survival, Shounen",#2347,#4774,"22,945",98
Super GALS! Kotobuki Ran,7.39,"Comedy, Shoujo",#2348,#4706,"23,626",218
Taiyou no Kiba Dagram,7.39,"Action, Drama, Sci-Fi, Mecha, Military",#2349,#7769,"6,785",74
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,7.39,"Comedy, Romance, School",#2350,#2049,"109,775",114
Tensai Ouji no Akaji Kokka Saisei Jutsu,7.39,"Comedy, Fantasy",#2351,#858,"299,790","1,629"
"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",7.39,"Adventure, Fantasy, Isekai, Reincarnation",#2352,#2868,"63,696",173
Tonari no Seki-kun OVA,7.39,"Comedy, School, Seinen",#2353,#3660,"40,591",11
Tropical-Rouge! Precure,7.39,"Action, Mahou Shoujo",#2354,#5840,"13,761",142
Xian Wang de Richang Shenghuo 2,7.39,"Adventure, Comedy, Fantasy, Mythology, School",#2355,#1510,"163,095",661
Xue Ying Ling Zhu Zhi Qi Yu Pian,7.39,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts",#2356,#10696,"2,722",7
Yoake Tsugeru Lu no Uta,7.39,"Adventure, Award Winning, Supernatural, Music",#2357,#3079,"55,545",199
Zero no Tsukaima: Futatsuki no Kishi,7.39,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi, Harem, Isekai, School",#2358,#451,"512,785","1,269"
Keroro Gunsou Movie 3: Tenkuu Daikessen de Arimasu!,7.39,"Comedy, Sci-Fi, Shounen",#2359,#8471,"5,528",15
Kingsglaive: Final Fantasy XV,7.39,Action,#2360,#2927,"61,387",157
Love Live! Sunshine!!,7.39,"Slice of Life, Idols (Female), Music, School",#2361,#1341,"186,939","3,023"
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.39,"Adventure, Comedy, Romance, Supernatural, Ecchi, Harem, Vampire, Shounen",#2362,#4098,"32,301",42
Mieruko-chan,7.39,"Comedy, Horror, School",#2363,#448,"517,195","3,356"
Minami-ke Omatase,7.39,"Comedy, CGDCT, Seinen",#2364,#4540,"25,801",6
Mirai Nikki (TV),7.39,"Action, Supernatural, Suspense, Gore, High Stakes Game, Psychological, Survival, Shounen",#2365,#35,"2,050,939","30,578"
Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,7.39,"Action, Comedy, Supernatural",#2366,#2084,"106,924",157
Osomatsu-san Special,7.39,"Comedy, Gag Humor, Parody",#2367,#6161,"11,957",5
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,7.39,"Comedy, Gag Humor, Parody, School, Shounen",#2368,#6382,"10,984",5
Aikatsu Stars! Movie,7.39,"Slice of Life, Idols (Female), Music, School",#2369,#7972,"6,373",21
Aldnoah.Zero,7.39,"Action, Sci-Fi, Mecha, Military",#2370,#444,"521,615","3,597"
Alps no Shoujo Heidi,7.39,"Drama, Historical",#2371,#3704,"39,530",341
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,7.38,"Action, Sci-Fi, Seinen",#2386,#4401,"27,533",46
Bokutachi no Remake,7.39,"Drama, Romance, Adult Cast, Time Travel",#2372,#694,"355,756","2,419"
Chiisana Penguin Lolo no Bouken,7.39,"Adventure, Drama, Fantasy, Slice of Life, Kids",#2373,#9862,"3,517",14
Chobits,7.39,"Comedy, Drama, Romance, Sci-Fi, Ecchi, Seinen",#2374,#477,"493,055","4,085"
Cider no You ni Kotoba ga Wakiagaru,7.39,"Romance, Music",#2375,#1048,"241,298","1,638"
Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,7.39,"Action, Horror, Mystery, Suspense, High Stakes Game, Psychological, Survival",#2376,#1336,"187,346",911
Doraemon,7.39,"Adventure, Comedy, Fantasy, Anthropomorphic, Kids, Shounen",#2377,#4924,"21,368",134
Fate/stay night Movie: Unlimited Blade Works,7.39,,,,,
Gunsmith Cats,7.39,"Action, Comedy, Detective, Seinen",#2379,#2862,"63,858",558
Hakkenden: Touhou Hakken Ibun,7.39,"Action, Fantasy, Mystery, Mythology, Shoujo",#2380,#1952,"116,929",713
Hakuouki OVA,7.39,"Action, Drama, Supernatural, Historical, Samurai",#2381,#5763,"14,168",17
Ai no Wakakusa Monogatari,7.38,"Drama, Slice of Life, Historical",#2382,#6653,"9,981",43
Ajin,7.38,"Action, Horror, Mystery, Supernatural, Gore, Seinen",#2383,#380,"600,649","3,223"
Amagami SS+ Plus,7.38,"Romance, Harem, School",#2384,#1423,"173,286",372
Aoki Densetsu Shoot!,7.38,"Romance, Sports, Love Polygon, School, Team Sports, Shounen",#2385,#5514,"15,878",72
Atashin'chi,7.38,"Comedy, Slice of Life",#2387,#8171,"5,985",62
Bishoujo Senshi Sailor Moon Memorial,7.38,"Romance, Mahou Shoujo, Shoujo",#2388,#5185,"18,704",39
Bishoujo Senshi Sailor Moon SuperS Specials,7.38,"Romance, Mahou Shoujo, Shoujo",#2389,#4633,"24,566",18
Boruto: Naruto the Movie,7.38,"Action, Adventure, Fantasy, Martial Arts, Shounen",#2390,#494,"475,720",968
City Hunter: Ai to Shukumei no Magnum,7.38,"Action, Comedy, Mystery, Shounen",#2391,#6763,"9,611",9
Cross Ange: Tenshi to Ryuu no Rondo,7.38,"Action, Fantasy, Sci-Fi, Gore, Mecha, Military",#2392,#1189,"213,716","1,751"
D4DJ All Mix,7.38,"Idols (Female), Music, School",#2393,#5674,"14,733",130
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,7.38,"Adventure, Comedy, Sci-Fi, Kids",#2394,#6844,"9,301",10
Doraemon Movie 42: Nobita to Sora no Utopia,7.38,"Adventure, Comedy, Sci-Fi",#2395,#10740,"2,689",14
Fairy Tail Movie 1: Houou no Miko,7.38,"Action, Adventure, Fantasy, Shounen",#2396,#1146,"222,500",553
Flanders no Inu,7.38,"Drama, Slice of Life, Historical, Pets, Visual Arts",#2397,#7112,"8,504",33
Fresh Precure!,7.38,"Action, Comedy, Mahou Shoujo",#2398,#5250,"18,101",174
Gunslinger Girl,7.38,"Action, Drama, Sci-Fi, Suspense, Military, Psychological",#2399,#1286,"194,522","1,193"
Hal,7.38,"Drama, Romance, Sci-Fi",#2400,#1640,"147,056",372
Hokuto no Ken: Toki-den,7.38,"Action, Martial Arts, Shounen",#2401,#6843,"9,307",13
"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7.38,"Action, Adventure, Fantasy",#2402,#1792,"130,848",429
Shuumatsu Train Doko e Iku?,7.38,Adventure,#2403,#2684,"71,128",236
Slayers Evolution-R,7.38,"Action, Adventure, Comedy, Fantasy",#2404,#4013,"33,581",31
Taiho Shichau zo The Movie,7.38,"Action, Comedy, Drama, Adult Cast, Detective, Workplace, Seinen",#2405,#6586,"10,193",13
Tottemo! Luckyman,7.38,"Comedy, Sci-Fi, Gag Humor, Super Power, Shounen",#2406,#9506,"3,945",34
Vandread: The Second Stage,7.38,"Action, Sci-Fi, Ecchi, Mecha, Space",#2407,#3078,"55,549",120
X,7.38,"Action, Drama, Fantasy, Mystery, Super Power, Shoujo",#2408,#2398,"85,273",757
Yuusha Keisatsu J-Decker,7.38,"Action, Adventure, Sci-Fi, Detective, Mecha",#2409,#9087,"4,551",65
Joshiraku OVA,7.38,"Comedy, Adult Cast, Gag Humor, Parody, Performing Arts, Shounen",#2410,#4681,"23,903",8
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,7.38,"Fantasy, Mystery, Urban Fantasy",#2411,#1560,"156,614",437
Mahouka Koukou no Rettousei,7.38,"Action, Fantasy, Romance, Sci-Fi, School, Urban Fantasy",#2412,#139,"1,098,595","11,040"
Major 2nd,7.38,"Sports, Team Sports, Shounen",#2413,#3918,"35,019",74
Mardock Scramble: The Third Exhaust,7.38,"Action, Sci-Fi, Suspense, Psychological",#2414,#3864,"36,147",53
Mayonaka Punch,7.38,"Comedy, Supernatural, Vampire",#2415,#3429,"45,594",181
Medaka Box Abnormal,7.38,"Action, Comedy, Ecchi, Martial Arts, School, Super Power, Shounen",#2416,#1638,"147,225",285
Meitantei Holmes,7.38,"Action, Adventure, Comedy, Mystery, Anthropomorphic, Detective",#2417,#5882,"13,519",79
Nanatsu no Umi no Tico,7.38,"Adventure, Slice of Life",#2418,#7855,"6,639",18
Noblesse: Awakening,7.38,"Action, Supernatural, School, Vampire",#2419,#1879,"123,428",364
Sakura Quest,7.38,"Slice of Life, Adult Cast, Workplace",#2420,#1581,"153,382",529
Kaitou Joker 4th Season,7.37,"Adventure, Comedy, Mystery, Kids",#2421,#8877,"4,906",29
Kemono Jihen,7.37,"Action, Mystery, Supernatural, Detective, Mythology, Shounen",#2422,#625,"391,121","2,279"
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai,7.37,"Action, Drama, Sci-Fi, Mecha, Military, Space",#2423,#4617,"24,813",52
Kiznaiver,7.37,"Drama, Romance, Sci-Fi",#2424,#268,"760,572","5,072"
Megami no Café Terrace 2nd Season,7.37,"Comedy, Romance, Ecchi, Adult Cast, Harem, Shounen",#2425,#2855,"64,120",342
Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,7.37,"Comedy, Mystery, Detective, Shounen",#2426,#5430,"16,504",2
Minami-ke Natsuyasumi,7.37,"Comedy, CGDCT, Seinen",#2427,#5142,"19,107",5
RahXephon,7.37,"Action, Award Winning, Drama, Mystery, Romance, Sci-Fi, Suspense, Mecha, Music, Psychological",#2428,#1894,"122,357",976
Saenai Heroine no Sodatekata ♭: Koi to Junjou no Service-kai,7.37,"Comedy, Romance, Ecchi, Harem, School",#2429,#1796,"130,713",162
Saiyuuki Reload Gunlock,7.37,"Action, Adventure, Comedy, Drama, Supernatural, Mythology, Josei",#2430,#4653,"24,314",48
Scrapped Princess,7.37,"Action, Adventure, Drama, Fantasy, Sci-Fi, Mecha",#2431,#2205,"97,882",429
Afro Samurai,7.37,"Action, Adventure, Gore, Samurai",#2432,#634,"387,103","2,009"
Ayakashi: Japanese Classic Horror,7.37,"Horror, Mystery, Supernatural, Adult Cast, Historical, Psychological",#2433,#2508,"79,729",290
Baby I Love You Daze,7.37,"Romance, Music",#2434,#6621,"10,077",34
Bartender: Kami no Glass,7.37,"Drama, Gourmet, Adult Cast, Workplace, Seinen",#2435,#2017,"112,227",446
Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,7.37,"Comedy, Romance, Harem, Shounen",#2436,#3480,"44,401",40
Chiikawa,7.37,"Comedy, Seinen",#2437,#8783,"5,053",97
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,7.37,"Action, Adventure, Comedy, Seinen",#2438,#6954,"8,950",9
Doraemon Movie 21: Nobita no Taiyou Ou Densetsu,7.37,"Adventure, Comedy, Fantasy, Historical, Kids, Shounen",#2439,#6120,"12,219",9
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,7.37,"Adventure, Comedy, Fantasy, Kids",#2440,#6319,"11,264",7
Doraemon Movie 39: Nobita no Getsumen Tansaki,7.37,"Adventure, Fantasy, Sci-Fi, Space, Kids",#2441,#8573,"5,364",15
Full Metal Panic! The Second Raid Episode 00,7.37,"Action, Adventure, Mecha, Military",#2442,#3667,"40,513",33
Future GPX Cyber Formula Saga,7.37,"Drama, Sci-Fi, Racing",#2443,#10086,"3,285",13
Gimai Seikatsu,7.37,Romance,#2444,#1517,"161,683","1,233"
Hataraku Saibou!!,7.37,"Comedy, Anthropomorphic, Educational, Medical, Shounen",#2445,#908,"280,568",594
"Hataraku Saibou!! Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi!",7.37,"Action, Comedy, Educational, Medical, Shounen",#2446,#4553,"25,613",13
Hiyoko no Basket Movie: Last Game 0401,7.37,"Comedy, Sports, Parody",#2447,#6198,"11,794",39
Inu x Boku SS,7.37,"Comedy, Romance, Supernatural, Mythology, Shounen",#2448,#452,"512,428","3,260"
Isekai Quartet,7.37,"Comedy, Fantasy, Isekai, Parody",#2449,#618,"394,088","1,028"
Shark'd,7.37,"Comedy, Fantasy, Idols (Female)",#2450,#7958,"6,407",33
Shin Getter Robo,7.37,"Action, Adventure, Fantasy, Horror, Sci-Fi, Mecha, Mythology, Shounen",#2451,#6269,"11,469",105
Shin Kidou Senki Gundam Wing: Operation Meteor,7.37,"Action, Adventure, Drama, Sci-Fi, Mecha, Military, Psychological, Space",#2452,#6264,"11,498",16
Sketchbook: Full Color's,7.37,"Slice of Life, CGDCT, Iyashikei, Visual Arts",#2453,#4116,"31,884",199
Soukyuu no Fafner: Dead Aggressor - Exodus,7.37,"Action, Drama, Sci-Fi, Mecha, Military",#2454,#4739,"23,288",80
Sousou no Frieren: ●● no Mahou,7.37,"Comedy, Fantasy",#2455,#5360,"17,128",50
Sunabouzu,7.37,"Action, Adventure, Comedy, Sci-Fi, Ecchi, Seinen",#2456,#1670,"143,589",853
Taiho Shichau zo: Second Season,7.37,"Action, Comedy, Adult Cast, Detective, Workplace, Seinen",#2457,#6152,"12,041",12
"Wei, Kanjian Erduo La! 2",7.37,"Boys Love, Comedy, Anthropomorphic",#2458,#6508,"10,470",35
Xingchen Bian: Yu Li Cang Hai,7.37,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts",#2459,#8872,"4,913",17
Xue Ying Ling Zhu,7.37,"Action, Adventure, Fantasy, Romance, Historical, Martial Arts",#2460,#8619,"5,297",44
Yi Ren Zhi Xia 2,7.37,"Action, Supernatural, Super Power",#2461,#2538,"77,818",135
Yowamushi Pedal: Re:Ride,7.37,"Sports, Racing, Shounen",#2462,#5977,"12,922",9
Yozakura Quartet: Hoshi no Umi,7.37,"Action, Comedy, Supernatural, Super Power, Shounen",#2463,#3696,"39,824",20
Zhui Xu,7.37,"Action, Comedy, Martial Arts",#2464,#12940,"1,332",4
Zoids,7.37,"Action, Adventure, Comedy, Sci-Fi, Mecha",#2465,#3198,"51,576",288
