title,score,genres,ranked,popularity,members,favorites
Ouritsu Uchuugun: Honneamise no Tsubasa,7.46,"Action, Award Winning, Drama, Sci-Fi, Military, Space",#2062,#3311,"48,435",302
Oushitsu Kyoushi Heine,7.46,"Comedy, Historical, Shounen",#2063,#1630,"148,180",847
Acchi Kocchi: Place=Princess,7.46,"Comedy, Romance, Gag Humor, School",#2064,#2896,"62,581",68
Angel Densetsu,7.46,"Action, Comedy, Delinquents, School",#2065,#3598,"41,901",203
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,7.46,Comedy,#2066,#3268,"49,722",100
Carnival Phantasm EX Season,7.46,"Comedy, Supernatural",#2067,#3263,"49,916",13
City Hunter Movie: Shinjuku Private Eyes,7.46,"Action, Comedy, Mystery, Adult Cast, Shounen",#2068,#5992,"12,831",28
Dead Mount Death Play Part 2,7.46,"Action, Fantasy, Reincarnation, Urban Fantasy, Seinen",#2069,#1867,"124,041",368
Donten ni Warau,7.46,"Action, Supernatural, Historical, Shoujo",#2070,#1780,"132,282",773
Doraemon Movie 15: Nobita to Mugen Sankenshi,7.46,"Adventure, Fantasy, Sci-Fi, Kids, Shounen",#2071,#7239,"8,129",9
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,7.46,"Adventure, Comedy, Fantasy, Kids",#2072,#6550,"10,322",6
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,7.46,"Action, Adventure, Fantasy",#2073,#359,"627,411","1,919"
Elfen Lied,7.46,"Action, Drama, Horror, Romance, Suspense, Gore, Psychological, Super Power, Seinen",#2074,#77,"1,545,962","24,224"
Fairy Tail OVA,7.46,"Comedy, Fantasy, Ecchi, Shounen",#2075,#1460,"169,037",433
Feng Ling Yu Xiu,7.46,"Action, Adventure, Martial Arts",#2076,#8229,"5,881",48
Future GPX Cyber Formula Sin,7.46,"Drama, Sci-Fi, Racing",#2077,#10075,"3,297",18
Grisaia no Kajitsu,7.46,"Drama, Romance, Suspense, Harem, Psychological, School",#2078,#358,"629,422","4,396"
Hidamari Sketch,7.46,"Slice of Life, CGDCT, Iyashikei, School, Visual Arts",#2079,#2464,"81,985","1,124"
Senki Zesshou Symphogear G,7.46,"Action, Sci-Fi, Idols (Female), Music",#2080,#2919,"61,761",536
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,7.46,"Action, Fantasy",#2081,#14584,844,8
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.46,"Adventure, Fantasy, Reincarnation",#2082,#1328,"187,908",920
Tonari no Kaibutsu-kun,7.46,"Comedy, Romance, School, Shoujo",#2083,#138,"1,110,158","6,409"
Xiao Lu He Xiao Lan,7.46,"Boys Love, Comedy, Drama, Sci-Fi, School",#2084,#6431,"10,792",104
Youjo Senki: Sabaku no Pasta Daisakusen,7.46,"Action, Fantasy, Isekai, Military, Reincarnation, Urban Fantasy",#2085,#2861,"63,878",128
Yowamushi Pedal: Spare Bike,7.46,"Sports, Racing, Shounen",#2086,#6015,"12,694",9
Yu☆Gi☆Oh! 5D's,7.46,"Action, Strategy Game, Shounen",#2087,#1650,"146,074","1,617"
Senki Zesshou Symphogear GX,7.45,"Action, Sci-Fi, Idols (Female), Music",#2088,#3294,"49,016",398
Shokugeki no Souma: Ni no Sara OVA,7.45,"Gourmet, Ecchi, School, Shounen",#2089,#1474,"167,669",111
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,7.45,"Drama, Shounen",#2090,#2372,"86,418",66
Sidonia no Kishi: Ai Tsumugu Hoshi,7.45,"Action, Sci-Fi, Mecha, Space, Seinen",#2091,#4386,"27,759",83
Soredemo Machi wa Mawatteiru,7.45,"Slice of Life, Workplace, Seinen",#2092,#2805,"65,863",271
Super Cub,7.45,"Slice of Life, CGDCT, Iyashikei, School",#2093,#1904,"120,808","1,019"
Suzumiya Haruhi-chan no Yuuutsu,7.45,"Comedy, Parody",#2094,#2181,"99,944",328
Taiho Shichau zo,7.45,"Action, Comedy, Detective, Workplace, Seinen",#2095,#4132,"31,586",110
Tennis no Oujisama: Another Story II - Ano Toki no Bokura,7.45,"Comedy, Sports, School, Shounen",#2096,#6259,"11,521",7
The iDOLM@STER: 765 Pro to Iu Monogatari,7.45,"Comedy, Drama, Idols (Female), Music",#2097,#4700,"23,688",14
Urusei Yatsura Movie 5: Kanketsu-hen,7.45,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Shounen",#2098,#6781,"9,532",23
Vinland Saga Season 2: Drowning in the Shadow,7.45,"Action, Adventure, Drama, Gore, Historical, Seinen",#2099,#4720,"23,525",53
Yaoguai Mingdan 2nd Season,7.45,"Action, Comedy, Fantasy, Romance",#2100,#6804,"9,441",21
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,7.45,"Action, Super Power, Shounen",#2101,#1556,"157,386",456
Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.45,"Adventure, Comedy, Drama, Performing Arts",#2102,#5662,"14,827",13
Kara no Kyoukai Movie: Mirai Fukuin - Extra Chorus,7.45,"Drama, Mystery, Supernatural",#2103,#3213,"51,116",43
Kengan Ashura,7.45,"Action, Martial Arts",#2104,#1426,"172,903","1,054"
Kin no Kuni Mizu no Kuni,7.45,"Fantasy, Romance, Josei",#2105,#6412,"10,880",23
Kiratto Pri☆chan Season 2,7.45,"Comedy, Slice of Life, Idols (Female), Music",#2106,#9914,"3,463",31
Kishuku Gakkou no Juliet,7.45,"Action, Comedy, Romance, School, Shounen",#2107,#638,"384,998","2,046"
"Kumo desu ga, Nani ka?",7.45,"Action, Adventure, Comedy, Fantasy, Mystery, Isekai, Reincarnation",#2108,#506,"463,346","4,500"
Kyuuketsuki Sugu Shinu 2,7.45,"Comedy, Fantasy, Adult Cast, Gag Humor, Urban Fantasy, Vampire, Shounen",#2109,#3895,"35,422",121
Lady Jewelpet,7.45,"Fantasy, Romance, Anthropomorphic, Mahou Shoujo",#2110,#6114,"12,249",102
Lady Lady!!,7.45,"Drama, Historical, Shoujo",#2111,#7531,"7,315",38
Magic Knight Rayearth,7.45,"Action, Adventure, Comedy, Drama, Fantasy, Isekai, Mecha, Shoujo",#2112,#2626,"73,451",579
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.45,"Action, Fantasy, Sci-Fi, Urban Fantasy",#2113,#1272,"196,771",450
Motto! Ojamajo Doremi,7.45,"Comedy, Fantasy",#2114,#4772,"22,943",153
Ojamajo Doremi Sharp,7.45,"Comedy, Fantasy, Childcare",#2115,#4726,"23,484",114
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,7.45,"Comedy, Fantasy, Romance, Isekai, Reverse Harem, School, Villainess, Shoujo",#2116,#496,"472,470","3,057"
Paniponi Dash!: Danjite Okonaeba Kishin mo Kore wo Saku,7.45,"Comedy, Gag Humor, Parody, School, Shounen",#2117,#6604,"10,131",4
Saki,7.45,"Slice of Life, School, Strategy Game, Seinen",#2118,#2235,"96,117",834
Amagi Brilliant Park,7.45,"Comedy, Fantasy, Workplace",#2119,#323,"672,607","2,730"
Angel Beats! Another Epilogue,7.45,"Fantasy, School",#2120,#1026,"246,050",237
Burn the Witch #0.8,7.45,"Action, Fantasy, Shounen",#2121,#3632,"41,077",88
Captain Tsubasa: Road to 2002,7.45,"Sports, Team Sports, Shounen",#2122,#2950,"60,535",328
Chio-chan no Tsuugakuro,7.45,"Comedy, Seinen",#2123,#1880,"123,318",424
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.45,"Award Winning, Comedy, Sci-Fi, Seinen",#2124,#7711,"6,900",15
Do It Yourself!!,7.45,"Slice of Life, CGDCT, School",#2125,#2003,"113,470",614
Dragon Ball Super,7.45,"Action, Adventure, Comedy, Fantasy, Martial Arts, Super Power, Shounen",#2126,#217,"856,239","10,858"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,7.45,"Action, Adventure, Fantasy",#2127,#1154,"221,397",452
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,7.45,"Comedy, Fantasy, Parody",#2128,#2930,"61,279",129
"Goodbye, Don Glees!",7.45,"Adventure, Drama",#2129,#4532,"25,893",125
Grappler Baki (TV),7.45,"Sports, Combat Sports, Gore, Shounen",#2130,#1583,"153,100",869
Haha wo Tazunete Sanzenri,7.45,"Adventure, Drama, Slice of Life, Historical",#2131,#6166,"11,946",55
Hanbun no Tsuki ga Noboru Sora,7.45,"Drama, Romance",#2132,#2142,"102,446",492
Hime-chan no Ribbon,7.45,"Comedy, Fantasy, Romance, School, Shoujo",#2133,#6496,"10,522",71
Hokuto no Ken: Raoh Gaiden Junai-hen,7.45,"Action, Adventure, Martial Arts, Shounen",#2134,#6089,"12,340",20
Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,7.45,"Sci-Fi, Sports, Super Power, Team Sports",#2135,#5071,"19,858",30
Itsudatte Bokura no Koi wa 10 cm Datta.,7.45,"Drama, Romance, School, Visual Arts",#2136,#1062,"238,416",785
Aggressive Retsuko (ONA) 5th Season,7.44,"Comedy, Anthropomorphic, Workplace",#2137,#4208,"30,147",56
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.44,"Comedy, Drama, Romance, School",#2138,#1709,"139,029",121
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,7.44,"Action, Mecha, Military",#2139,#1700,"140,239",206
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,7.44,"Comedy, Seinen",#2140,#10163,"3,189",13
Days: Touin Gakuen-sen!,7.44,"Sports, School, Team Sports, Shounen",#2141,#4630,"24,637",48
Digimon Adventure tri. 2: Ketsui,7.44,"Action, Adventure, Comedy, Drama",#2142,#2448,"83,020",87
Hetalia World Series,7.44,"Comedy, Anthropomorphic, Gag Humor, Historical, Parody",#2143,#2020,"112,132",805
Hetalia: The Beautiful World Specials,7.44,"Comedy, Anthropomorphic, Historical, Parody",#2144,#5191,"18,588",18
Shakugan no Shana,7.44,"Action, Drama, Fantasy, Romance, School, Urban Fantasy",#2145,#424,"544,459","4,958"
Shigofumi,7.44,"Drama, Fantasy, Suspense, Psychological",#2146,#2265,"93,609",354
Suisei no Gargantia,7.44,"Action, Adventure, Sci-Fi, Mecha",#2147,#720,"345,212","1,315"
Tales of Symphonia The Animation: Tethe'alla-hen,7.44,"Action, Adventure, Fantasy, Martial Arts",#2148,#4079,"32,641",75
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,7.44,"Action, Fantasy, Sci-Fi, Super Power",#2149,#2732,"69,022",35
Tonari no Seki-kun Specials,7.44,"Comedy, School, Seinen",#2150,#3979,"34,062",14
Tonikaku Kawaii: Kaisou,7.44,"Comedy, Romance, Shounen",#2151,#2892,"62,737",260
Wu Dong Qian Kun,7.44,"Action, Adventure, Fantasy, Historical, Martial Arts",#2152,#7073,"8,589",62
Yoru no Kuni,7.44,"Fantasy, Slice of Life, Iyashikei",#2153,#5695,"14,596",49
Yowamushi Pedal: Re:Road,7.44,"Sports, Racing, Shounen",#2154,#6266,"11,488",7
Yozakura Quartet: Hana no Uta,7.44,"Action, Comedy, Supernatural, Super Power, Shounen",#2155,#1816,"127,943",441
Yozakura Quartet: Tsuki ni Naku,7.44,"Action, Comedy, Supernatural, Super Power, Shounen",#2156,#4211,"30,098",18
Joshiraku,7.44,"Comedy, Adult Cast, Gag Humor, Parody, Performing Arts, Shounen",#2157,#1362,"184,157",769
Kamichu! Specials,7.44,"Slice of Life, Supernatural, Iyashikei, Mythology, School",#2158,#6141,"12,098",3
Kara no Kyoukai Movie 6: Boukyaku Rokuon,7.44,"Action, Fantasy, Mystery, Romance, Suspense, Urban Fantasy",#2159,#1277,"196,137",206
Mahou Shoujo Lyrical Nanoha: Reflection,7.44,"Action, Drama, Sci-Fi, Mahou Shoujo",#2160,#5692,"14,611",38
Mini Dragon Specials,7.44,"Fantasy, Slice of Life",#2161,#3575,"42,382",127
Oemojisangjuui,7.44,"Action, Drama, Supernatural, School",#2162,#2165,"100,886",583
Omoide Poroporo,7.44,"Drama, Romance, Josei",#2163,#1587,"152,914","1,252"
Piano no Mori (TV) 2nd Season,7.44,"Drama, Music, School, Seinen",#2164,#3151,"53,222",85
Pokemon Evolutions,7.44,"Adventure, Fantasy, Kids",#2165,#5189,"18,594",44
Psycho-Pass 3,7.44,"Action, Mystery, Sci-Fi, Suspense, Adult Cast, Detective, Gore, Psychological",#2166,#909,"280,216",540
Kimi wo Aishita Hitori no Boku e,7.43,"Romance, Sci-Fi",#2167,#2203,"97,972",419
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.43,"Romance, Music, Performing Arts, Reverse Harem, School, Josei",#2168,#4746,"23,201",78
Koukaku Kidoutai: Shin Movie,7.43,"Action, Award Winning, Mystery, Sci-Fi, Adult Cast, Detective, Mecha, Psychological",#2169,#3307,"48,502",70
"Kumo no Mukou, Yakusoku no Basho",7.43,"Award Winning, Drama, Romance, Sci-Fi, Military",#2170,#1149,"222,321",735
Marmalade Boy,7.43,"Comedy, Drama, Romance, Shoujo",#2171,#3020,"57,855",612
Meitantei Conan Movie 11: Konpeki no Jolly Roger,7.43,"Adventure, Comedy, Mystery, Detective, Shounen",#2172,#3410,"46,047",10
Nozomanu Fushi no Boukensha,7.43,"Action, Adventure, Fantasy",#2173,#1486,"165,842",674
"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.43,"Action, Adventure, Fantasy, Shounen",#2174,#2713,"69,816",24
Oshi ga Budoukan Ittekuretara Shinu,7.43,"Comedy, Idols (Female), Music, Otaku Culture, Seinen",#2175,#3352,"47,340",336
Pokemon XY,7.43,"Action, Adventure, Comedy, Fantasy, Kids",#2176,#1386,"179,301",624
Saihate no Paladin: Tetsusabi no Yama no Ou,7.43,"Action, Adventure, Fantasy, Isekai, Reincarnation",#2177,#1843,"126,364",371
Salaryman Kintarou,7.43,"Comedy, Drama, Martial Arts, Seinen",#2178,#6460,"10,664",41
Samurai 7,7.43,"Action, Sci-Fi, Historical, Mecha, Samurai",#2179,#1761,"134,069",710
Aishiteruze Baby★★,7.43,"Comedy, Drama, Romance, Childcare, Shoujo",#2180,#2102,"104,854",549
Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy, School, Shounen",#2181,#1690,"141,043",239
Bleach Movie 1: Memories of Nobody,7.43,"Action, Adventure, Supernatural, Shounen",#2182,#894,"287,355",644
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,7.43,"Action, Super Power, Shounen",#2183,#3973,"34,161",95
Chouyaku Hyakuninisshu: Uta Koi.,7.43,"Comedy, Romance, Historical, Josei",#2184,#4169,"30,785",128
Digimon Adventure tri. 1: Saikai,7.43,"Action, Adventure, Comedy, Drama",#2185,#1968,"116,163",243
Edens Zero 2nd Season,7.43,"Action, Adventure, Fantasy, Sci-Fi, Space, Shounen",#2186,#2634,"73,123",302
Gabriel DropOut,7.43,"Comedy, Supernatural, CGDCT, Mythology, School, Shounen",#2187,#503,"466,423","3,139"
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,7.43,"Action, Fantasy, Romance, Harem, Isekai, Military",#2188,#941,"268,197","1,408"
Haiyore! Nyaruko-san F,7.43,"Comedy, Romance, Sci-Fi, Parody",#2189,#2977,"59,161",86
Hetalia World Series Specials,7.43,"Comedy, Historical, Parody",#2190,#4627,"24,669",35
Houkago Teibou Nisshi,7.43,"Gourmet, Slice of Life, CGDCT, Iyashikei, School, Seinen",#2191,#2775,"67,228",323
Sora no Otoshimono Forte,7.43,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi, Harem, Shounen",#2192,#871,"296,374",888
Steins;Gate: Soumei Eichi no Cognitive Computing,7.43,"Comedy, Sci-Fi",#2193,#2000,"113,601",174
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, nanode",7.43,"Slice of Life, CGDCT, Iyashikei",#2194,#8106,"6,115",2
Tegamibachi: Hikari to Ao no Gensou Yawa,7.43,"Adventure, Fantasy, Shounen",#2195,#5647,"14,969",11
Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.43,"Sports, School, Shounen",#2196,#6282,"11,394",12
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.43,"Comedy, Sports, Shounen",#2197,#5506,"15,953",29
Toradora!: Bentou no Gokui,7.43,"Comedy, Gourmet, School",#2198,#1368,"183,297",144
Uchuu no Kishi Tekkaman Blade,7.43,"Action, Adventure, Drama, Romance, Sci-Fi, Mecha, Military, Space",#2199,#5279,"17,780",173
Yi Nian Yong Heng 3rd Season,7.43,"Action, Adventure, Fantasy, Historical, Martial Arts",#2200,#11919,"1,875",21
Shingeki no Bahamut: Virgin Soul,7.42,"Action, Adventure, Fantasy",#2201,#1018,"249,691","1,049"
Shugo Chara!! Doki,7.42,"Comedy, Mahou Shoujo, School, Shoujo",#2202,#2097,"105,652",586
SSSS.Dynazenon,7.42,"Action, Sci-Fi, Mecha",#2203,#1723,"137,531",886
Tenchi Muyou!,7.42,"Comedy, Romance, Sci-Fi, Harem, Space",#2204,#2444,"83,194",639
Tenshi na Konamaiki,7.42,"Comedy, Romance, Magical Sex Shift, Shounen",#2205,#4272,"29,172",151
Tiger & Bunny 2,7.42,"Action, Comedy, Mystery, Sci-Fi, Adult Cast, Super Power",#2206,#4665,"24,065",97
To LOVE-Ru Darkness 2nd,7.42,,,,,
Toradora! Recap,7.42,,,,,
Toshokan Sensou,7.42,,,,,
Yokohama Kaidashi Kikou,7.42,,,,,
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,7.42,,,,,
Zero no Tsukaima F,7.42,,,,,
K,7.42,,,,,
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,7.42,"Action, Super Power",#2214,#4896,"21,613",34
Kono Sekai no Tanoshimikata: Secret Story Film,7.42,"Idols (Male), Music",#2215,#9040,"4,628",39
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",7.42,"Action, Comedy, Fantasy, Ecchi, Harem, Urban Fantasy, Vampire",#2216,#2069,"108,178",59
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,7.42,"Action, Sci-Fi, Adult Cast, Detective, Mecha, Psychological",#2217,#2824,"65,256",66
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,7.42,"Action, Sci-Fi, Suspense, Adult Cast, Detective, Mecha, Psychological",#2218,#3556,"42,678",23
Meng Qi Shi Shen: Zaijie Liangyuan,7.42,"Adventure, Comedy, Drama, Gourmet, Romance, Historical, Time Travel",#2219,#6921,"9,038",35
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,7.42,"Action, Comedy, Fantasy, Isekai",#2220,#381,"597,818","3,722"
Mugen no Juunin: Immortal,7.42,"Action, Adventure, Drama, Supernatural, Gore, Historical, Martial Arts, Samurai, Seinen",#2221,#2355,"87,334",481
Naruto: Shippuuden Movie 4 - The Lost Tower,7.42,"Action, Adventure, Fantasy, Time Travel, Shounen",#2222,#960,"264,530",228
Oooku,7.42,"Drama, Historical, Samurai, Shoujo",#2223,#4484,"26,513",156
Otome Youkai Zakuro,7.42,"Romance, Supernatural, Historical, Military, Mythology, Seinen",#2224,#1834,"126,702",417
Paniponi Dash!,7.42,"Comedy, Gag Humor, Parody, School, Shounen",#2225,#2837,"64,822",444
Pokemon XY: Mega Evolution,7.42,"Action, Adventure, Comedy, Fantasy, Kids",#2226,#4093,"32,447",16
Pretty Rhythm: Aurora Dream,7.42,"Sports, Idols (Female), Music",#2227,#4716,"23,547",188
Rakudai Kishi no Cavalry,7.42,"Action, Fantasy, Romance, Ecchi, School, Urban Fantasy",#2228,#171,"979,275","8,840"
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.42,"Adventure, Comedy, Magical Sex Shift, Shounen",#2229,#4795,"22,704",19
Sakigake!! Otokojuku,7.42,"Action, Comedy, Delinquents, Martial Arts, School, Shounen",#2230,#5611,"15,177",119
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,7.42,"Drama, Mystery, Suspense",#2231,#1152,"222,031",990
