rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
4818,Aoki Ryuusei SPT Layzner,6.89,https://myanimelist.net/anime/3079/Aoki_Ryuusei_SPT_Layzner,6.89,#4819,#7433,"7,551",35,"Sci-Fi, Mecha, Military, Space"
4819,Arete Hime,6.89,https://myanimelist.net/anime/1028/Arete_Hime,6.89,#4820,#5736,"14,386",56,Fantasy
4820,Asura Cryin',6.89,https://myanimelist.net/anime/5342/Asura_Cryin,6.89,#4821,#2124,"103,300",172,"Action, Fantasy, Sci-Fi, Harem, Mecha, School"
4821,Buki yo Saraba,6.89,https://myanimelist.net/anime/17677/Buki_yo_Saraba,6.89,#4822,#5914,"13,328",13,"Action, Drama, Sci-Fi"
4822,Cat Shit One,6.89,https://myanimelist.net/anime/6280/Cat_Shit_One,6.89,#4823,#4187,"30,540",81,"Action, Fantasy, Anthropomorphic, Military"
4823,Choujigen Game Neptune The Animation,6.89,https://myanimelist.net/anime/16157/Choujigen_Game_Neptune_The_Animation,6.89,#4824,#1569,"155,073","1,195","Action, Comedy, Fantasy, Sci-Fi, Parody"
4824,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,6.89,https://myanimelist.net/anime/40465/Chuubyou_Gekihatsu_Boy__Otoko_ni_Umareta_Shukumei_Dakara,6.89,#4825,#7663,"7,030",5,"Comedy, Slice of Life, School"
4825,Doraemon Movie 18: Nobita no Nejimaki City Boukenki,6.89,https://myanimelist.net/anime/2678/Doraemon_Movie_18__Nobita_no_Nejimaki_City_Boukenki,6.89,#4826,#8907,"4,846",1,"Adventure, Fantasy, Kids, Shounen"
4826,Free! Take Your Marks: Character Butai Aisatsu,6.89,https://myanimelist.net/anime/37860/Free_Take_Your_Marks__Character_Butai_Aisatsu,6.89,#4827,#7512,"7,369",1,Comedy
4827,Girls & Panzer: Kore ga Hontou no Anzio-sen desu! - Fushou Akiyama Yukari no Sensha Kouza,6.89,https://myanimelist.net/anime/33658/Girls___Panzer__Kore_ga_Hontou_no_Anzio-sen_desu_-_Fushou_Akiyama_Yukari_no_Sensha_Kouza,6.89,#4828,#8852,"4,948",2,"CGDCT, Educational, Military, School"
4828,Gravitation: Lyrics of Love,6.89,https://myanimelist.net/anime/507/Gravitation__Lyrics_of_Love,6.89,#4829,#4022,"33,477",80,"Boys Love, Comedy, Adult Cast, Music, Showbiz, Shoujo"
4829,Grisaia: Phantom Trigger The Animation - Stargazer,6.89,https://myanimelist.net/anime/42392/Grisaia__Phantom_Trigger_The_Animation_-_Stargazer,6.89,#4830,#4321,"28,450",16,"Action, School"
4830,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,6.89,https://myanimelist.net/anime/35228/Haikara-san_ga_Tooru_Movie_2__Hana_no_Tokyo_Dai_Roman,6.89,#4831,#5595,"15,225",34,"Comedy, Romance, Historical, Shoujo"
4831,Harmony,6.89,https://myanimelist.net/anime/28211/Harmony,6.89,#4832,#2920,"61,621",272,"Sci-Fi, Adult Cast, Psychological"
4832,Inazuma Eleven: Orion no Kokuin,6.89,https://myanimelist.net/anime/38235/Inazuma_Eleven__Orion_no_Kokuin,6.89,#4833,#4221,"29,985",105,"Sports, Super Power, Team Sports"
4833,Iron Kid,6.89,https://myanimelist.net/anime/20945/Iron_Kid,6.89,#4834,#8599,"5,326",41,"Action, Adventure, Comedy, Sci-Fi"
4834,Jian Yu Feng Yun,6.89,https://myanimelist.net/anime/50501/Jian_Yu_Feng_Yun,6.89,#4835,#11663,"2,026",22,"Action, Adventure, Fantasy, Martial Arts"
4835,Shaonian Ge Xing: Feng Hua Xue Yue Pian Special,6.89,https://myanimelist.net/anime/52105/Shaonian_Ge_Xing__Feng_Hua_Xue_Yue_Pian_Special,6.89,#4836,#15660,628,1,"Action, Adventure, Mystery, Historical, Martial Arts"
4836,Soukyuu no Fafner: Dead Aggressor - Behind the Line,6.89,https://myanimelist.net/anime/50675/Soukyuu_no_Fafner__Dead_Aggressor_-_Behind_the_Line,6.89,#4837,#10940,"2,523",4,"Action, Sci-Fi, Mecha, Military"
4837,Strike the Blood Final,6.89,https://myanimelist.net/anime/49316/Strike_the_Blood_Final,6.89,#4838,#3710,"39,486",156,"Action, Fantasy, Ecchi, Harem, School, Urban Fantasy, Vampire"
4838,Tokusou Senshatai Dominion,6.89,https://myanimelist.net/anime/1152/Tokusou_Senshatai_Dominion,6.89,#4839,#6056,"12,505",37,"Action, Comedy, Mystery, Sci-Fi, Detective, Mecha, Shounen"
4839,Tsukiuta. The Animation,6.89,https://myanimelist.net/anime/33037/Tsukiuta_The_Animation,6.89,#4840,#4342,"28,261",189,"Idols (Male), Music"
4840,Vexille: 2077 Nihon Sakoku,6.89,https://myanimelist.net/anime/2746/Vexille__2077_Nihon_Sakoku,6.89,#4841,#5138,"19,190",24,"Action, Sci-Fi, Military"
4841,Xi Xing Ji: Zaijian Wu Kong,6.89,https://myanimelist.net/anime/42209/Xi_Xing_Ji__Zaijian_Wu_Kong,6.89,#4842,#13758,"1,067",3,"Action, Adventure, Fantasy, Historical, Martial Arts"
4842,Yingxiong Zai Lin,6.89,https://myanimelist.net/anime/40979/Yingxiong_Zai_Lin,6.89,#4843,#3406,"46,148",186,"Action, Sci-Fi"
4843,Yume ga Sameru made,6.89,https://myanimelist.net/anime/35932/Yume_ga_Sameru_made,6.89,#4844,#7601,"7,154",17,Drama
4844,Yumekui Merry,6.89,https://myanimelist.net/anime/9331/Yumekui_Merry,6.89,#4845,#1708,"139,152",293,"Action, Supernatural"
4845,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,6.88,https://myanimelist.net/anime/20843/Senki_Zesshou_Symphogear_G__Senki_Zesshou_Shinai_Symphogear,6.88,#4846,#6323,"11,233",10,"Comedy, Idols (Female)"
4846,Shika no Ou: Yuna to Yakusoku no Tabi,6.88,https://myanimelist.net/anime/38015/Shika_no_Ou__Yuna_to_Yakusoku_no_Tabi,6.88,#4847,#4212,"30,066",44,"Action, Adventure, Fantasy"
4847,Shin Maple Town Monogatari: Palm Town-hen,6.88,https://myanimelist.net/anime/5203/Shin_Maple_Town_Monogatari__Palm_Town-hen,6.88,#4848,#11019,"2,461",5,"Fantasy, Slice of Life, Anthropomorphic"
4848,Shinigami no Ballad.,6.88,https://myanimelist.net/anime/789/Shinigami_no_Ballad,6.88,#4849,#3335,"47,769",88,"Drama, Supernatural, Psychological"
4849,Soukou Kihei Votoms: Kakuyaku taru Itan,6.88,https://myanimelist.net/anime/2586/Soukou_Kihei_Votoms__Kakuyaku_taru_Itan,6.88,#4850,#9265,"4,282",6,"Drama, Sci-Fi, Mecha, Military"
