rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
4670,Peach Girl,6.92,https://myanimelist.net/anime/325/Peach_Girl,6.92,#4671,#2075,"107,518",874,"Drama, Romance, Love Polygon, School, Shoujo"
4671,Project ARMS,6.92,https://myanimelist.net/anime/1492/Project_ARMS,6.92,#4672,#5576,"15,399",40,"Action, Martial Arts, Super Power, Shounen"
4672,Pygmalio,6.92,https://myanimelist.net/anime/3765/Pygmalio,6.92,#4673,#11275,"2,286",4,"Adventure, Fantasy, Shoujo"
4673,ReLIFE: Kanketsu-hen Specials,6.92,https://myanimelist.net/anime/37921/ReLIFE__Kanketsu-hen_Specials,6.92,#4674,#4538,"25,816",26,Slice of Life
4674,86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.92,https://myanimelist.net/anime/49235/86_Special_Edition__Senya_ni_Akaku_Hinageshi_no_Saku,6.92,#4675,#3064,"56,176",179,"Action, Drama, Sci-Fi, Mecha, Military"
4675,Belle to Kaijuu Ouji,6.92,https://myanimelist.net/anime/34227/Belle_to_Kaijuu_Ouji,6.92,#4676,#13980,"1,007",5,"Fantasy, Historical, Kids"
4676,Code Geass: Hangyaku no Lelouch Picture Drama,6.92,https://myanimelist.net/anime/1953/Code_Geass__Hangyaku_no_Lelouch_Picture_Drama,6.92,#4677,#3195,"51,672",77,"Comedy, Slice of Life, School"
4677,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.92,https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha,6.92,#4678,#8246,"5,873",2,"Comedy, Slice of Life, Ecchi, School, Seinen"
4678,Dai Mahou Touge,6.92,https://myanimelist.net/anime/933/Dai_Mahou_Touge,6.92,#4679,#3931,"34,812",118,"Comedy, Fantasy, Gag Humor, Mahou Shoujo, School, Shounen"
4679,Fantastic Children: Befort no Kodomo-tachi no Sonogo,6.92,https://myanimelist.net/anime/15159/Fantastic_Children__Befort_no_Kodomo-tachi_no_Sonogo,6.92,#4680,#11487,"2,144",2,Slice of Life
4680,Fractale,6.92,https://myanimelist.net/anime/9314/Fractale,6.92,#4681,#2409,"84,847",203,"Adventure, Fantasy, Sci-Fi"
4681,gdgd Fairies 2,6.92,https://myanimelist.net/anime/16726/gdgd_Fairies_2,6.92,#4682,#10514,"2,877",26,"Comedy, Fantasy"
4682,Gintama on Theater 2D: Ikkoku Keisei-hen,6.92,https://myanimelist.net/anime/58091/Gintama_on_Theater_2D__Ikkoku_Keisei-hen,6.92,#4683,#8970,"4,728",14,"Action, Comedy, Sci-Fi, Gag Humor, Historical, Parody, Samurai, Shounen"
4683,Guilty Crown: 4-koma Gekijou,6.92,https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou,6.92,#4684,#4418,"27,281",24,Comedy
4684,Hoshi no Kirby,6.92,https://myanimelist.net/anime/2390/Hoshi_no_Kirby,6.92,#4685,#3902,"35,313",362,"Action, Adventure, Comedy, Fantasy, Parody"
4685,Huo Feng Liao Yuan,6.92,https://myanimelist.net/anime/41220/Huo_Feng_Liao_Yuan,6.92,#4686,#12044,"1,794",11,"Action, Adventure, Historical, Martial Arts"
4686,Servamp Specials,6.92,https://myanimelist.net/anime/33994/Servamp_Specials,6.92,#4687,#5110,"19,434",22,"Comedy, Fantasy, Vampire, Josei"
4687,Shy 2nd Season,6.92,https://myanimelist.net/anime/57567/Shy_2nd_Season,6.92,#4688,#4515,"26,084",65,"Action, Drama, Super Power, Shounen"
4688,Starmyu in Halloween,6.92,https://myanimelist.net/anime/36537/Starmyu_in_Halloween,6.92,#4689,#9662,"3,773",13,"Idols (Male), Music, Performing Arts, School"
4689,Sword Art Online: Alicization - War of Underworld Recap,6.92,https://myanimelist.net/anime/41341/Sword_Art_Online__Alicization_-_War_of_Underworld_Recap,6.92,#4690,#4047,"33,040",62,"Action, Adventure, Fantasy, Video Game"
4690,T.P BON Season 2,6.92,https://myanimelist.net/anime/59274/TP_BON_Season_2,6.92,#4691,#11476,"2,149",1,"Adventure, Sci-Fi, Historical, Time Travel"
4691,Thermae Romae,6.92,https://myanimelist.net/anime/12321/Thermae_Romae,6.92,#4692,#4383,"27,787",35,"Comedy, Adult Cast, Historical, Time Travel, Seinen"
4692,Trillion Game,6.92,https://myanimelist.net/anime/56662/Trillion_Game,6.92,#4693,#5510,"15,936",27,"Drama, Adult Cast, Seinen"
4693,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.92,https://myanimelist.net/anime/1128/UFO_Princess_Valkyrie_2__Juunigatsu_no_Yasoukyoku,6.92,#4694,#6491,"10,536",15,"Comedy, Romance, Sci-Fi"
4694,Wan Jie Shen Zhu,6.92,https://myanimelist.net/anime/39191/Wan_Jie_Shen_Zhu,6.92,#4695,#9809,"3,589",16,"Adventure, Fantasy"
4695,Wan Jie Shen Zhu 2nd Season,6.92,https://myanimelist.net/anime/41210/Wan_Jie_Shen_Zhu_2nd_Season,6.92,#4696,#12529,"1,528",4,"Adventure, Fantasy"
4696,Wuxian Shijie,6.92,https://myanimelist.net/anime/50432/Wuxian_Shijie,6.92,#4697,#12911,"1,356",4,"Action, Fantasy, Supernatural"
4697,Yishi Zhi Zun,6.92,https://myanimelist.net/anime/57512/Yishi_Zhi_Zun,6.92,#4698,#14543,855,1,"Action, Adventure, Fantasy, Historical, Martial Arts"
4698,"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6.92,https://myanimelist.net/anime/52046/Yuusha_Party_wo_Tsuihou_sareta_Beast_Tamer_Saikyoushu_no_Nekomimi_Shoujo_to_Deau,6.92,#4699,#1199,"211,863","1,063","Action, Adventure, Fantasy"
4699,Yuusha Shirei Dagwon,6.92,https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon,6.92,#4700,#10389,"2,979",3,"Action, Adventure, Martial Arts, Mecha, School, Super Power"
