rank,title,score,url,details_score,ranked,popularity,members,favorites,genres
4082,Sora no Manimani,7.05,https://myanimelist.net/anime/6098/Sora_no_Manimani,7.05,#4083,#3466,"44,808",66,"Comedy, Romance, School, Seinen"
4083,Street Fighter II V,7.05,https://myanimelist.net/anime/876/Street_Fighter_II_V,7.05,#4084,#4303,"28,804",115,"Action, Adventure, Drama, Mystery"
4084,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.05,https://myanimelist.net/anime/8909/Tales_of_Symphonia_The_Animation__Tethealla-hen_Specials,7.05,#4085,#7177,"8,316",7,Comedy
4085,Toaru Kagaku no Railgun S: Motto Marutto Railgun,7.05,https://myanimelist.net/anime/19697/Toaru_Kagaku_no_Railgun_S__Motto_Marutto_Railgun,7.05,#4086,#3875,"35,880",36,Comedy
4086,Urusei Yatsura Movie 1: Only You,7.05,https://myanimelist.net/anime/1920/Urusei_Yatsura_Movie_1__Only_You,7.05,#4087,#5884,"13,495",14,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi, Shounen"
4087,Wan Jie Xian Zong 5th Season,7.05,https://myanimelist.net/anime/49305/Wan_Jie_Xian_Zong_5th_Season,7.05,#4088,#11132,"2,382",7,"Action, Fantasy, Romance, Historical, Mythology"
4088,Watashi to Watashi: Futari no Lotte,7.05,https://myanimelist.net/anime/3691/Watashi_to_Watashi__Futari_no_Lotte,7.05,#4089,#11828,"1,928",4,Slice of Life
4089,You Yao,7.05,https://myanimelist.net/anime/41916/You_Yao,7.05,#4090,#9600,"3,846",25,"Comedy, Drama, Fantasy, Historical, Time Travel"
4090,Zuoshou Shanglan,7.05,https://myanimelist.net/anime/51288/Zuoshou_Shanglan,7.05,#4091,#7039,"8,688",94,"Sports, Team Sports"
4091,Jueshi Zhan Hun,7.05,https://myanimelist.net/anime/58711/Jueshi_Zhan_Hun,7.05,#4091,#7039,"8,688",94,"Sports, Team Sports"
4092,Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono,7.05,https://myanimelist.net/anime/1967/Kidou_Senshi_Z_Gundam_I__Hoshi_wo_Tsugu_Mono,7.05,#4093,#5819,"13,872",6,"Award Winning, Drama, Sci-Fi, Mecha, Military, Space"
4093,Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai,7.05,https://myanimelist.net/anime/1969/Kidou_Senshi_Z_Gundam_III__Hoshi_no_Kodou_wa_Ai,7.05,#4094,#6128,"12,199",8,"Drama, Sci-Fi, Mecha, Military, Space"
4094,Kuro no Shoukanshi,7.05,https://myanimelist.net/anime/51064/Kuro_no_Shoukanshi,7.05,#4095,#1002,"254,841","1,107","Action, Adventure, Fantasy, Isekai, Reincarnation"
4095,Kuroshitsuji Picture Drama,7.05,https://myanimelist.net/anime/8068/Kuroshitsuji_Picture_Drama,7.05,#4096,#4772,"22,952",45,"Supernatural, Mythology"
4096,Li Linke de Xiao Guaner,7.05,https://myanimelist.net/anime/48845/Li_Linke_de_Xiao_Guaner,7.05,#4097,#11933,"1,870",11,"Gourmet, Slice of Life, Workplace"
4097,Metal Fight Beyblade 4D,7.05,https://myanimelist.net/anime/10370/Metal_Fight_Beyblade_4D,7.05,#4098,#3222,"50,873",201,"Adventure, Sports, Kids"
4098,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.05,https://myanimelist.net/anime/22071/Mikakunin_de_Shinkoukei__Mite_Are_ga_Watashitachi_no_Tomatteiru_Ryokan_yo,7.05,#4099,#3395,"46,316",13,"Comedy, Romance"
4099,Nisekoi: OVA,7.05,https://myanimelist.net/anime/32553/Nisekoi__OVA,7.05,#4100,#2169,"100,705",69,"Comedy, Romance, Harem, Parody, Shounen"
